bidder_id,country_cnt_mean_auc
0853bead89b03dd38a04d84f4312da7dukglz,1.0
085829afe1af4c5e81563458bb288088y992x,1.0
0865d1e207fa3728a7379c415c903133rr6ce,1.0
0870fb7e5701f3ba56762b03e157afdc1yw7u,1.16363636364
08728c61fc683905eec522c104030551y5qqh,1.0
0875b86dd85b2cfc8727d6ae019832b870s6s,1.0
0893eebbf5c7e431be85d18a4aad99a2mc32v,1.0
08981037e7a6c9032716ff25b15c9de25p63s,1.01792114695
08a588ebf7b98f44f8fc695d02adfa25x0amy,1.0
08c389a8a55b13d0423b5c0dba3a9b6clh1gr,1.0
08c39ef7252995e0749f7927249b8dcb1d3xh,1.0
08e14af6fbdb7aa4f3e38dcef26df601mz63o,1.0
08e32f3d08db3edea0fea2e8c6634c8c4iq14,1.0
08e89d1f541baac1ed7a0f16fcd46474ob5u9,1.2
08f13a984962c44d88e10f188ffc7c38yqn9o,1.25
08f2b08040d62a4dc55d9f65539b6090um72f,1.61538461538
08f929bbb45f6101b61eeade665542bdj6ioy,1.10948905109
08fdd6af0ffe017623d5dd2f3b509f598dk01,1.42592592593
0903c5009f3a06db04d5e40a83e04480ukuvm,1.0
090b3859aad1ed0dfbe857cee2ef6aac8w0kp,1.0
090c13aa3b9f8ff7227bfb74308e9b2e128jf,1.0
090c77ac89c7063f0d0ce064ce3cb3afllf5h,1.0
091415979b1bf178f6c358bca7a3d30dkct2r,1.0
09141d643a0021782bd040bf51cbdef4c17t5,1.0
0918eedd8324da06abe5600f058480dc75nfo,2.25
0918faabadfe856a25ebf1ff96b2cfaf7ez6a,1.0
0925bab07c4d3600f2a56dc4468d243ahcuo6,1.0
092ceb77862ed0c120af013fe90093e64qknp,1.23333333333
0933e1844ef295b026b5e6ff6f4c0960jhzqr,1.0
094ca167823888700c962d06c82b261bdkp2a,1.125
0956ac7abf361527a71a2c24a3f29b80ytlot,1.1875
09790d0fc669de383256c7171ffd5143abd3f,1.0
097ac653dca3fe0ba83d24ebd1fd23b28ztxe,1.0
0983ad44219dfddd5a501810f655233dur2r8,1.0
0985bc13264dfe1af0abc65f3c0b8a96c8sl9,1.1
09886a694696deb1bd6c3f12c6acb08bg66sz,1.0
098bfc9c440f9ba9e6371f774ec6a36fa0sq6,1.33333333333
098d2373ee8e8f83c5e597f210f082e2gx9uj,1.0
09a5fc9ba18647d388f46f0cb134cadd838er,1.0
09aa1a84c7c7ba807ab6b2ea7fa2aa6dorm2y,1.0
09ae6f2cf493017750379a2f5763ed53wfnni,1.0
09ba0a844a8683d61e18f183ca23be7435vfd,1.0
09d71d3e6a6871a7598dc2764c5bb4ffkz6mc,1.0
09d99aa44268dd5c999628733fe24b7f34cag,1.0
09f0c22f61c5a7f643357a2e606b71677a2fa,1.0
0a08cba9576abdd7f401ca52a50c328coo7j3,1.0
0a09adcd35b5f26d75f251006affc747drfu4,1.0
0a0e1973ea3cba47f33b0166e9abbb4c5ndpa,2.16949152542
0a19c41f6163cd4dd020318ea1a14fb4uapty,1.26315789474
0a3591872765dc366dab4ce259874395kh6mj,1.26315789474
0a39721ba697f341aae5915f25a440050er1r,1.60185185185
0a43de0ab0a7525fec59ef4bc1dda7a2z9z69,1.07731958763
0a4733c94d22a38664cff64d6859ec18y6db1,1.0
0a584f77759fefad47820d54ffa21a24dxqqu,1.0
0a6ba32afe4756995db2f5cf2461cddbvj445,1.0
0a7446b63f183a4928ae762ed6cd1c4b894qz,1.09578544061
0a798636852c5948e899311731439855kisj2,1.65106382979
0a807dffdef748a472534f0b42df4cefi0913,1.0
0a8622c7bc8526de762f3b59c91ecbbcvpua2,1.15706806283
0a86a3b6549af71433eff4e733d5a19aqi2qn,1.57142857143
0a926caf34d9c1d78c7e5af4ba05f065m4asu,1.0
0a92c4fa2bcdc8e952546d236b322053o5wbk,1.0
0a9752168b19c91ec99b943a40af4c1a0b8s8,1.0
0a9c5e1f261c937c09817ea2d5e949f34v8oe,1.0
0a9d614009139236f198ddb4759a498cen5ix,1.0
0aba70072c70a28a41ac341bb9c41136t38g1,1.0
0ac6f29b2269feea7d94aec032b6353adh38a,1.0
0ad17aa9111f657d71cd3005599afc24fd44y,1.18804920914
0ad5956336240ebaa75932cf95c85a9by36tn,1.0
0adb524d88ff4c0c6da7ed87599b34800pl1i,1.34782608696
0ae09b09369c76737cba059d192451001nwce,1.0
0af208c4fc46ef9236052ff495016326zxoqf,1.0
0b1feb6c1cfe82dacf7634565f96ac48y5muk,1.625
0b2f7f319c7727d3fb98cf01b4bdc5c6f9u83,1.41005291005
0b37699cfd1395db5454973168a5340bmp9ko,1.0
0b3d5f829d18ba30d967fceecb58821c3oeqa,1.66798418972
0b450f2827ec670da34be66ec2a520213xcuk,1.0
0b4f65b31803376d777d1d935a44fcfa6d5ge,1.0
0b5f65d28922ebbcf2ee9becd5f7dd08snxnr,1.0
0b68888358a492884e3885bcd73ea63bhxidk,2.0
0b6c8845a6a8032ed0856636bbecd906v1ywr,1.0
0b7b89e4e36908ddc32dfd2b46fe52dbp6by5,1.0
0b839e3756b868b511319ff582235851nzeb7,1.0
0b9ad98f40b4d4f3a9e5a1dd32185d18uy668,1.0
0b9d45948078268c6394a9c51bf2db08cbijp,1.0
0ba0e2c0a33c032cf705d7eadde0bab5j4j9e,1.01807228916
0bca7f1039919c1572cedda5224434f9g5j2f,1.1
0bf21b162b2eddf37e92bf708a79b94b5e0st,1.0
0bf40de3a66bd8a70777ece6756c6882jg7s6,1.0
0bf6ae3f3085a90b43aa86e3c1eaff695w2jj,1.0
0bf6e0e5184b3599bbb4ba1fb3a43549ije34,1.0
0c1385603d821c3a5d91f5c291dfec2a0f7rv,1.28571428571
0c19bfcb25b818fb085f7b890f1c3fd0opg88,1.0
0c2ab4132564259a0b02c5bf57b49763n2bzh,1.0
0c3e5de44a27de84eff9f81ed777e8a7bxjyk,1.70689655172
0c44f546ed40a8ccfc2e985c6d1c624fjtj11,1.0
0c47587c4459baed81d0b707eff6b4bff5tmx,1.06451612903
0c54bc9e5b878d32ae5cc028f52679b21l7mo,1.0
0c55920fb607fef2d33324f33565758a6e4dj,1.22727272727
0c57d8eaa2708b768416ca91dd8daa2cqbl31,1.0
0c5992f18244e24d2d7b4708a512378729eev,1.02325581395
0c66a9dec55b08bd066f5f55beb01362pe46l,1.0
0c7f27623e1ed809d8203bfa54e7b0f1438cg,1.0
0c9fc0bcae13530cdcd45908f3bd0b025h4j1,1.0
0ca19ea4fcfbf7e336775b330596b212aazl5,1.0
0ca7a449b8a41703b1d54413b2ad32a45lpnt,1.05172413793
0caaf646e1181082f4f8a1bd7b21238dz7ptm,1.01428571429
0cab8a0b6a038dea03ec281b29b7c4e7ix801,1.0
0cbd01c9e8cc800aabd3b3e4c618f9caktfgp,1.2358490566
0cca10034c58287ee6fbec14a3f96c3546sdh,5.0
0cea6e30d0b3e33b2a77d68b8c8e1ab3vzomo,1.01570680628
0d00ccca046347fcafbc601c459c4d138k6ve,1.0
0d00eb236d975d0a9d21d8d90013a76a5blze,1.20180722892
0d0b3d6dc27d0f8eed70971f8c6bec1bdrs0f,1.09677419355
0d0d43ac593a891ce100d8202d3d72c3xsma8,1.33333333333
0d0e6220bf59ab9a0c5b5987fb2c34a9p33f9,1.65155131265
0d11a09c2c063d66048c53a3bc6ab32202wt8,1.0
0d15f21d4ef93b4e27deb889ae2276639chp0,1.0
0d1815382b08885d76c671ab600133adeyp5e,1.85531914894
0d208b6ae0993e35e56709a548134e65roy8t,1.63636363636
0d27086b8d43855048b6ea0e677db239p0ubf,1.0
0d35fb37f30ac79253064edf16935b1bi6xrp,1.0
0d37dc418a12c7096bf160db9c2a37f4w4k76,1.0
0d4f3f30a0c7322fc303bba10512791fzucm4,1.17161716172
0d5848bc8c9bfb3eb979391540f5517dtvcmc,1.0
0d6066a9890e4c3bc7167ff0f539ad8byseqg,1.0
0d876a3fa02c0e8cbc8d0aa00383c4e97t2ld,1.5
0d8f88a469b37c741cb4dc02c39f9cd6kegig,1.0737704918
0d9f78a6084bf15f42210bfeba95621255c89,1.0
0daf4f87eb695e2a84e4156154209e09k6ga5,1.0
0dc49444d984f184945578a1367c4faeuk1s5,1.38194444444
0dc4bba17be65065563fa2852fc44e2eh6p6m,1.0
0dcb8e4b91cf4f2682e65aa1a9589bbam9ouv,1.0
0dea01e325acccb9d2e7cdbf0150619c6aycy,1.58333333333
0e15004e010f976c03f4942b5bd858adwl16u,1.0
0e23fd7df994209b02071d229f138e76e05oh,1.0
0e2919e8cea7e39f342516496b3e1959bkowg,1.0
0e373556d3bf588a1bb2ca6354120cf2dmvjs,1.0
0e4e4ecaebaefac85b30de28df9c78f5a0cth,1.0
0e554113319770c672b4017e6e25e2baqwxgp,1.0
0e5a5e112210f6bd730b5389c4e201a0ux0ae,1.0
0e5ec5baf2e15afdbf5212d8461e1ad9h3kr0,1.16666666667
0e66933c924764a59760aaae5368e7d1e0s88,1.0
0e8212e286ee36da8945c2480e366417xa22x,1.0
0e98ae5345d0c75b6bf2d83beeac8f518buqv,1.18518518519
0e9e0ec34f0e3a1ce9f62051e049e4396s0hq,1.15384615385
0ea26a4028ffc16d9a8631d43e1b92105auao,1.0
0ea2c9bd5fddbce029726be76f1b536fyznbl,1.0
0ea62aaa9c3ffcc6db584cb69c1f6c4bcripp,1.00913242009
0eae582a3d2364cccd39819f23cd2200fv47v,1.0
0eb11ab9994bd034439a0dea4d4b1fa3dk2gd,1.0
0eb1970d0f659ed220964b94016523e49c3ja,1.0
0ed04061bb05a6c86b9aa85b0f7674b8ysroq,1.0
0eee9465a88550f380c5f74a6b8c2b01q9en9,1.0
0eeffc5039b27a4dc2e420eca75b1fa55rv5q,1.0
0ef18638b11d95697c69032592381ebbkb8xu,1.0
0ef9be4eb3b6a03ac2945522964b242ap09cy,1.18421052632
0f07599e5c333c4054862d222d1c02d9m0pvu,1.24390243902
0f094fb7ea5e1dc6fd3eb778bba6b479ee3wo,1.03571428571
0f09c3a1a027f1ad013133c19806afe17jfig,1.0
0f0ce6c0cadcf355df30de5965549445g28nc,1.0
0f297fa7adfb49809d03018483753640bkhhm,1.0
0f33df2513a519a35c8b3dcf1d7c7416jjjzk,1.01785714286
0f35f9706eb2dc8f9bfa6783f8d9319ehvia1,1.12727272727
0f3ee77a46dd5a09ad20b7c3e54ec614sbpvb,1.0
0f42ed6dc9d4c8d7f97a7b4ea7ccf5abruz1i,1.625
0f458f24529914fa7a817cc004cf3809ternx,1.0
0f4669e36b2e721dfe27f8633b277a1575erw,1.0
0f492619d6588295f0cb691ca3d061348gs8t,1.07006369427
0f4b5feae954b587db7bb5509d3b88da0h82p,1.16666666667
0f4f555e806b2bc728d3831a674547c5n0u76,1.0
0f5f54879106ad3202b318b3b829ae3bljqfu,1.0
0f6eaa04a03458ca23ccd0c714f2ccec5uefp,1.0
0f766712728ea57f1556517aee3dc913ystk3,1.375
0f795418304f26556da9006fe92f8168r104x,1.0
0f8cb1baa83fefac10f885f79149bf13kn4nw,1.09821428571
0f935208860a0d3378475d4a7728ab9bimb3m,1.25641025641
0fa2505e9d0dd1a5bdc3d2d0decfbd9ezgf9f,1.0
0fa357965f89388d8e7eb8cbc3b85c6bnnro4,1.0
0faf1e5315252863d8ffb95810aab5b7s6of8,1.0
0fb04438996a4883e3feb71aee214b3a10cf1,1.0
0fb71309912f524c03a4aa880c16bc27f65ys,1.0
0fd5f456aabfe507bbeadffb287fe4392hxwu,1.4958677686
0fd6fd9a9b9e2cb3547b563ee48597befhfqg,1.31707317073
0fe0faf68a3d1f6338098b57584474aff4r1z,1.0
0fea649d5e465a5462c21b71ece49ac9lyvgn,1.0
0ffa7764ffaf4b2589383be5214db3caktxhf,1.0
100313171b347e1818328f69001f12ceg0agk,1.0
100d406b638e84e2da7c31b03100b874qiay2,1.02097902098
101db85fdea99f7fd3f51b17036d2931sxjhs,1.0
10383b390780e7b4b03dc32c94b4973f66wou,1.0
103c6a70710f6274e6278e2e88bdb0fbjyzdi,1.0
103ca28e0819ed44cf603681fed2029cg41kf,1.0
1053ead33eb1a5db7c36c979a455348abh9ns,1.0
105d9e121bbf7acb7c4d8f6931ec0214p9c6r,1.0
106f4ed8e9b727f8d94a1cd57e882a095pteo,1.0
107f0f8f2bf4fc62ba8c01003c516c03npt0l,1.0
1089e72bc4276494728a2e37b11adbfbdlacv,1.13978494624
1096778aca48c41c8d0e288804d5e4e128pco,1.25773195876
1096c46b2ae2261922763c58af1bcac6fkvh4,1.0
10a1f1cb1fdd93a139efba25087dbeeaulogd,1.0
10b431aa15b56084d32fe1ef123c4305wo1nl,1.0
10b9548e1924f641b952d57e3ee4e636z341z,1.0
10bbd2dc8e592d33d0427e13bdeeaf23erc5p,2.0
10c1e1164e3f8298df9a35c891f67babiycsr,1.11111111111
10c3740c465a383231051ef6677702621vcus,1.0
10df5dfef679f81c1a8fbc5fed668e28j2qa3,1.0
10f01aff2fc23653ca7ea1d74248357a889wv,1.05555555556
10f1460119f9e42bcccd0f68ef59cc830pwtq,1.0303030303
10fd581f1f6f425118d143ead74d939dt51ag,1.0198019802
110d2e689da119388dcb6e235749b787ni298,1.0
1110df63854d2978e639dfb6a0f3ac082gred,1.0
113f78998675c47a3d93b631c8892cfc9q2sx,1.0
114015358ee920d0b9f2e0f722102d66t0rj5,1.0
1170c87a5f74dccb65eb064aaffe3a29ioc7n,1.0
11721d6cc0a51acbfe138edeaa81103a0evd5,1.0
11822bcc69cfe04022ebfb7680d97049b43eg,1.0
1195e06969201e2f09babe3ed8235747ea153,2.0
11a38554244f3c14de043aaf52345c35jjqvo,1.0
11b1859aaf7fa93818baa76007cf7207d8uwy,1.0
11b31a0add16df2d451192f700e55ed17rhuy,1.0
11b4359bfe48440baec4c8805769a3dfxvdqb,1.0
11d0e15d71306a034cbf406d8cd38908sxgom,1.0
11d5f6925da5809e2d447788b85d6253jj8fu,1.1985472155
11d7f0a5076649b229c301a22537834e1ehwg,1.89711934156
11dde523eac413d1f8e7fabaa0801fb631rn4,1.0
11e40c5c0c7645b47566facf80cde658u1zwq,1.0
11e47dc08d7fa4d1a1953b5868892f72qvlho,1.33333333333
11f93b9d507b8ed90e9d0856306b1962afr6j,1.0
120beb4523541f769a2b658cbc41dd57w7im7,1.0
120c8b384858420c4e46e354c86f4ca393w0i,1.70320855615
1213ad65104dffc0ccbf66912477b482fntdv,1.0
121578435bf4136746cd2a80f1990e07cv1px,1.1
1240be25625da5ff66a410ed715d2e8co6esd,1.0
124727083cd4159b40ff8d4b36a89340l6fga,1.0
1262a19d6dcf9a7f120a16dbf5bd5d10pi8of,1.0
12697ca1ff07c09bccd30c211c6e52c31erih,1.0
1275d8a6a3b2ae9d24b50997397c254cpuuzv,1.17058823529
1276a5badf1ac37c58ca2fada7bb972dogjzq,1.5
127ca5fcb8906275e93295fcab83f4f4dn8bt,1.0
1280e03345d8eff2f0573e963297405b2eum0,1.0
1285df9ad547eb59fd962f87ebf6a44afc0yt,1.0
1291b98e40353f77928e363d54a13c569bhfb,1.0
1295cfbed2613123d3b486eb9fd0634e47ako,1.03921568627
12adae5907b4dccc85ee982cbe3a5b65i8fmc,1.0
12be8be7e20b3583f8818b0b13f42aaf2ulsv,1.0
12c1b22ede3c23949bf130cc7bac6316ks7fj,1.0
12d45642471c1159b3b2fba01053c65awfvzj,1.04615384615
12d6239a92972a35bc990225b3ab33466znm8,1.0
12daa07cd2430671435bc51773c51abct6q11,1.02836879433
12df4a9cf4eb203909e6763960b79238cb0yg,1.07142857143
12e82fa33a099f512cd2630250905a93jhfeh,1.0
12f38b54ec5c961ac7b6ccb67dcb610044v3f,1.34405940594
12fefd74d82d90541872847f199f6324cowi5,1.0
131f1ae77a8d24255e1be81ae00fc5a10ynhb,1.0
132d650c270a86e82527ff55a1fd52fdrew0r,1.625
1342390b65f78b2b903d876b45a226664sasx,1.01086956522
