bidder_id,price_max,price_mean,price_median,price_min,price_std
054b51d059fe981ca8cc4e0d4c49aabb5mck7,1.40965315789e+14,1.33947141613e+14,1.33606105263e+14,1.27366368421e+14,3.78159859439e+12
055282b75717345ba6f53d40e9e6d6c56qrzp,1.40966105263e+14,1.33819101608e+14,1.33505210526e+14,1.27328368421e+14,3.81593964232e+12
055eb52087e0080b8ebca74be4f823f5c819l,1.38095421053e+14,1.38095421053e+14,1.38095421053e+14,1.38095421053e+14,0.0
0565a780f2c5b46837bbe9739ef15ea92fdu0,1.40963473684e+14,1.33395704228e+14,1.32537526316e+14,1.27328315789e+14,3.79485787871e+12
0580f2e77b4c0dd3b5cda8a1641cb9fenmo0i,7.71776315789e+13,4.48019161567e+13,6.65185526316e+13,83052631579.0,3.21489436893e+13
0589cf78c4bece729f0ac620557210e13no3n,7.70147368421e+13,4.21982255639e+13,6.43459736842e+13,2.84263157894e+11,3.29009117267e+13
058a4e0ac0a20f504cc9c6aae2a896e6too9v,1.36405526316e+14,1.31889894737e+14,1.30429e+14,1.28835157895e+14,3.25865816779e+12
05a07a27e235d01fe480ea6ac73b8838jq28x,1.40912947368e+14,1.3425259485e+14,1.34373631579e+14,1.27331421053e+14,4.02583320788e+12
05ae7ea9549ae298bbbc8002b4229392e0ilf,7.60575789474e+13,5.42381842105e+13,6.97831315789e+13,1.32889473684e+12,3.06907744462e+13
05c6b93bf8f083b2d0a03ffc0fc3524ba8fi5,1.35038157895e+14,1.328433e+14,1.33653289474e+14,1.30529894737e+14,1.65230452799e+12
05c9fe8f8852ea069a93dfe39fc0571er9mdt,7.71163684211e+13,4.34896500868e+13,6.69243684211e+13,57263157894.0,3.21691557693e+13
060ac64ff78ae62e9bc697192cebea333760p,1.28339473684e+13,7.99304666305e+12,9.44657894737e+12,5.46526315789e+11,2.5971571102e+12
061690ceb6004807b7906968bf382dfcbve7y,7.72376842105e+13,1.88589467593e+13,7.56523684210e+12,42947368421.0,2.54565429702e+13
067ff22ebf0d33fe0deedc816d75973865jo7,7.44542105263e+13,6.82441778309e+13,6.76395e+13,6.70642105263e+12,5.45493085239e+12
068450aafae2a6e390e35925d964290cdliqf,7.84621052632e+12,7.84621052632e+12,7.84621052632e+12,7.84621052632e+12,0.0
069d020584a0e8c61e622321d4c43881j7pl3,1.36513526316e+14,1.32914855263e+14,1.32915631579e+14,1.29314631579e+14,3.42416933866e+12
069d251f2fc19102924468ab38349d5eou7ab,1.39428157895e+14,1.33568761134e+14,1.34413157895e+14,1.27335631579e+14,3.92534094956e+12
06a58d4af0fe7ee15324b0e921e8de1260vef,7.73028947368e+13,3.3010455643e+13,1.05294210526e+13,2526315789.0,3.18767472248e+13
06b2d71c26ef3b6e29277f761cd0db90wuwjo,6.80191052632e+13,6.80191052632e+13,6.80191052632e+13,6.80191052632e+13,0.0
06c281e31f83dcfd3fe70d2ee2d66bc7e6fw6,1.36812736842e+14,1.34552763158e+14,1.34552763158e+14,1.32292789474e+14,2.25997368421e+12
06ddad46112881df154e3bda0e90fe880r57n,1.38886105263e+14,1.38877271186e+14,1.38877421053e+14,1.38868631579e+14,5088353259.65
07012e0507b4281d430b93ddcd96cae66und7,1.39528473684e+14,1.33280812865e+14,1.32901578947e+14,1.27512684211e+14,4.06486378819e+12
074daf9a99b01591cb0637cb95c32600roriz,1.40944210526e+14,1.36089141917e+14,1.36549815789e+14,1.27884105263e+14,3.92897475799e+12
078e06b3288cf8f18ab7ed44b245fc56nbyfv,1.40635105263e+14,1.36160582798e+14,1.35754473684e+14,1.29548894737e+14,3.64259162831e+12
0817731a4d2e319f6f771da3f522b8bfv6njs,1.40473421053e+14,1.34142659305e+14,1.34649657895e+14,1.27741526316e+14,3.8310181813e+12
0825d381aa09d1d0c47c77c372f07acbe02ky,1.40680473684e+14,1.33845094285e+14,1.34116842105e+14,1.27445789474e+14,3.63731319425e+12
08353687608279ddd83e4d36fadd1cd8ritj3,1.35090052632e+14,1.30846736842e+14,1.30314473684e+14,1.27667947368e+14,2.73289524466e+12
08515611e73803dc6d8c562b8514dfb5qi3z9,1.40967157895e+14,1.33742855042e+14,1.32782e+14,1.27335684211e+14,4.1429274265e+12
0853bead89b03dd38a04d84f4312da7dukglz,1.38114105263e+14,1.32093315789e+14,1.31289973684e+14,1.27679210526e+14,3.83865565453e+12
0870fb7e5701f3ba56762b03e157afdc1yw7u,1.40921578947e+14,1.3459221977e+14,1.34633947368e+14,1.27508421053e+14,3.91241781488e+12
08981037e7a6c9032716ff25b15c9de25p63s,7.73046315789e+13,3.41625090989e+13,1.20766842105e+13,4473684210.0,3.16144969583e+13
08a588ebf7b98f44f8fc695d02adfa25x0amy,1.37509842105e+14,1.37033877193e+14,1.36796421053e+14,1.36795368421e+14,3.36558291435e+11
08c39ef7252995e0749f7927249b8dcb1d3xh,4.76905263158e+12,4.76905263158e+12,4.76905263158e+12,4.76905263158e+12,0.0
090c77ac89c7063f0d0ce064ce3cb3afllf5h,1.36735263158e+14,1.36735263158e+14,1.36735263158e+14,1.36735263158e+14,0.0
0918eedd8324da06abe5600f058480dc75nfo,1.40927368421e+14,1.36221067669e+14,1.36290473684e+14,1.27445263158e+14,3.46388971818e+12
098bfc9c440f9ba9e6371f774ec6a36fa0sq6,1.40475894737e+14,1.37592684211e+14,1.39675868421e+14,1.30543105263e+14,4.10829949875e+12
09d71d3e6a6871a7598dc2764c5bb4ffkz6mc,7.43168421053e+13,5.23641578947e+13,6.68568421053e+13,5.87384210526e+12,2.69077872731e+13
0a09adcd35b5f26d75f251006affc747drfu4,6.58510526316e+13,6.58510526316e+13,6.58510526316e+13,6.58510526316e+13,0.0
0a43de0ab0a7525fec59ef4bc1dda7a2z9z69,1.40960842105e+14,1.33342472197e+14,1.32540789474e+14,1.27334947368e+14,3.81146620649e+12
0a6ba32afe4756995db2f5cf2461cddbvj445,1.36244684211e+14,1.3077445614e+14,1.28609026316e+14,1.27481736842e+14,3.93958856829e+12
0a7446b63f183a4928ae762ed6cd1c4b894qz,7.7226e+13,3.83082344498e+13,1.36111842105e+13,6052631579.0,3.22818946795e+13
0a92c4fa2bcdc8e952546d236b322053o5wbk,6.91838947368e+13,6.76119736842e+13,6.87764473684e+13,6.37111052632e+13,2.26604564616e+12
0a9c5e1f261c937c09817ea2d5e949f34v8oe,1.40446210526e+14,1.36084746867e+14,1.35982421053e+14,1.29944105263e+14,3.47772080879e+12
0a9d614009139236f198ddb4759a498cen5ix,7.61691578947e+13,4.42079210526e+13,4.39863157895e+13,1.26898947368e+13,3.15143850749e+13
0ad17aa9111f657d71cd3005599afc24fd44y,1.40966684211e+14,1.33501998204e+14,1.32808473684e+14,1.27329736842e+14,3.95344089399e+12
0ae09b09369c76737cba059d192451001nwce,1.40675421053e+14,1.40675421053e+14,1.40675421053e+14,1.40675421053e+14,0.0
0af208c4fc46ef9236052ff495016326zxoqf,7.65396315789e+13,7.53473421053e+13,7.53473421053e+13,7.41550526316e+13,1.19228947368e+12
0b3d5f829d18ba30d967fceecb58821c3oeqa,7.72891052632e+13,5.02111884471e+13,7.18508947368e+13,37210526315.0,3.1173866847e+13
0b450f2827ec670da34be66ec2a520213xcuk,7.61165263158e+13,7.47016052632e+13,7.47016052632e+13,7.32866842105e+13,1.41492105263e+12
0b68888358a492884e3885bcd73ea63bhxidk,7.69135789474e+13,3.964175e+13,3.95072105263e+13,2.639e+12,3.25306658969e+13
0bf6e0e5184b3599bbb4ba1fb3a43549ije34,8.97105263158e+11,8.97105263158e+11,8.97105263158e+11,8.97105263158e+11,0.0
0c55920fb607fef2d33324f33565758a6e4dj,1.40840315789e+14,1.33442406208e+14,1.32252105263e+14,1.27475368421e+14,4.19854883888e+12
0c57d8eaa2708b768416ca91dd8daa2cqbl31,7.64309473684e+13,3.20341305263e+13,9.81178947368e+12,6.5747368421e+11,3.16749148198e+13
0c5992f18244e24d2d7b4708a512378729eev,7.68995263158e+13,6.97403945554e+13,7.41022631579e+13,2.44168421053e+12,1.5777098413e+13
0cbd01c9e8cc800aabd3b3e4c618f9caktfgp,1.40958736842e+14,1.34194853008e+14,1.35695842105e+14,1.27327736842e+14,4.51286733637e+12
0cca10034c58287ee6fbec14a3f96c3546sdh,7.6739e+13,3.22854157895e+13,1.03991578947e+13,1.43947368421e+11,3.19694243458e+13
0d0b3d6dc27d0f8eed70971f8c6bec1bdrs0f,7.72590526316e+13,5.96145763158e+13,6.97608947368e+13,75473684210.0,2.44940655406e+13
0d0d43ac593a891ce100d8202d3d72c3xsma8,7.59648947368e+13,1.80048660287e+13,7.79389473684e+12,7.03526315789e+11,2.58211212728e+13
0d1815382b08885d76c671ab600133adeyp5e,1.40968368421e+14,1.34145504155e+14,1.34467105263e+14,1.27328526316e+14,4.008088555e+12
0d9f78a6084bf15f42210bfeba95621255c89,7.11437894737e+13,1.6551245614e+13,6.33278947368e+12,1.60378947368e+12,2.47913517004e+13
0daf4f87eb695e2a84e4156154209e09k6ga5,5.17905263158e+12,5.17905263158e+12,5.17905263158e+12,5.17905263158e+12,0.0
0e373556d3bf588a1bb2ca6354120cf2dmvjs,1.31385947368e+14,1.29305824561e+14,1.28786631579e+14,1.27744894737e+14,1.53111878077e+12
0e5ec5baf2e15afdbf5212d8461e1ad9h3kr0,1.40838526316e+14,1.34922392449e+14,1.36528315789e+14,1.27687157895e+14,4.02910003656e+12
0e66933c924764a59760aaae5368e7d1e0s88,1.40924947368e+14,1.32423638966e+14,1.31387578947e+14,1.27364631579e+14,3.8374328263e+12
0e8212e286ee36da8945c2480e366417xa22x,1.38725210526e+14,1.3385945614e+14,1.35110315789e+14,1.27742842105e+14,4.56994467e+12
0ea26a4028ffc16d9a8631d43e1b92105auao,7.72761578947e+13,6.33344684623e+13,7.36366315789e+13,1.82589473684e+12,2.36586946791e+13
0eeffc5039b27a4dc2e420eca75b1fa55rv5q,1.40889684211e+14,1.34005342747e+14,1.32275684211e+14,1.27488578947e+14,4.34302233686e+12
0ef9be4eb3b6a03ac2945522964b242ap09cy,7.72138421053e+13,3.5460308653e+13,1.32824736842e+13,33789473684.0,3.15582020231e+13
0f33df2513a519a35c8b3dcf1d7c7416jjjzk,7.73048421053e+13,4.09967324364e+13,6.43530263158e+13,1052631579.0,3.2430607299e+13
0f3ee77a46dd5a09ad20b7c3e54ec614sbpvb,1.40967e+14,1.38788407991e+14,1.38997368421e+14,1.32264526316e+14,1.58856483674e+12
0f4669e36b2e721dfe27f8633b277a1575erw,1.39217157895e+14,1.39217157895e+14,1.39217157895e+14,1.39217157895e+14,0.0
0f8cb1baa83fefac10f885f79149bf13kn4nw,1.40962947368e+14,1.31797157088e+14,1.30013578947e+14,1.27349842105e+14,4.21917824671e+12
0fa357965f89388d8e7eb8cbc3b85c6bnnro4,1.40859052632e+14,1.3551021994e+14,1.36366526316e+14,1.27968947368e+14,3.88389005664e+12
100d406b638e84e2da7c31b03100b874qiay2,7.73006315789e+13,4.56149229082e+13,6.64963947368e+13,27789473684.0,3.17375130022e+13
10383b390780e7b4b03dc32c94b4973f66wou,1.26021578947e+13,8.69363157895e+12,9.519e+12,4.36852631579e+12,3.67854007579e+12
1053ead33eb1a5db7c36c979a455348abh9ns,1.40638526316e+14,1.40210736842e+14,1.40210736842e+14,1.39782947368e+14,4.27789473684e+11
106f4ed8e9b727f8d94a1cd57e882a095pteo,7.69084210526e+13,6.16818245614e+13,7.1426e+13,9.73447368421e+12,2.33585299775e+13
10b431aa15b56084d32fe1ef123c4305wo1nl,7.60894210526e+13,7.19761052632e+13,7.38685526316e+13,6.40778947368e+13,4.88181057402e+12
10c1e1164e3f8298df9a35c891f67babiycsr,1.36486894737e+14,1.32456963158e+14,1.32866e+14,1.27419947368e+14,2.94041932441e+12
10f01aff2fc23653ca7ea1d74248357a889wv,7.60131052632e+13,3.80971533181e+13,1.34864736842e+13,1.87310526316e+12,3.17784618217e+13
10f1460119f9e42bcccd0f68ef59cc830pwtq,7.65247894737e+13,3.81191552632e+13,3.7436e+13,26631578947.0,3.33104837746e+13
110d2e689da119388dcb6e235749b787ni298,1.40667315789e+14,1.38455789474e+14,1.38455789474e+14,1.36244263158e+14,2.21152631579e+12
11a38554244f3c14de043aaf52345c35jjqvo,1.40908105263e+14,1.351223894e+14,1.35674789474e+14,1.27399842105e+14,3.8403789666e+12
11b1859aaf7fa93818baa76007cf7207d8uwy,1.33015315789e+14,1.32175342105e+14,1.32175342105e+14,1.31335368421e+14,8.3997368421e+11
11d5f6925da5809e2d447788b85d6253jj8fu,7.73051578947e+13,2.97642719524e+13,1.04381578947e+13,684210526.0,3.09248026746e+13
11d7f0a5076649b229c301a22537834e1ehwg,7.71905789474e+13,3.8745220728e+13,6.37540526316e+13,43052631579.0,3.20457998582e+13
11e47dc08d7fa4d1a1953b5868892f72qvlho,1.31035473684e+14,1.30845310526e+14,1.30842394737e+14,1.30668e+14,1.17781692631e+11
120beb4523541f769a2b658cbc41dd57w7im7,1.36630842105e+14,1.31012126316e+14,1.29616473684e+14,1.29596789474e+14,2.80937012501e+12
120c8b384858420c4e46e354c86f4ca393w0i,7.7305e+13,3.6771540618e+13,1.32082631579e+13,4684210526.0,3.13612653195e+13
121578435bf4136746cd2a80f1990e07cv1px,7.54928947368e+13,3.22127310584e+13,9.38478947368e+12,71105263158.0,3.11681550489e+13
124727083cd4159b40ff8d4b36a89340l6fga,1.33999473684e+14,1.33999473684e+14,1.33999473684e+14,1.33999473684e+14,0.0
1275d8a6a3b2ae9d24b50997397c254cpuuzv,7.72884210526e+13,4.53176067774e+13,6.63563684211e+13,4000000000.0,3.1972401742e+13
1291b98e40353f77928e363d54a13c569bhfb,1.27735263158e+14,1.27722789474e+14,1.27732315789e+14,1.27700789474e+14,15602814813.2
12c1b22ede3c23949bf130cc7bac6316ks7fj,1.40534210526e+14,1.33983497807e+14,1.33878973684e+14,1.27446157895e+14,4.20865518391e+12
12d6239a92972a35bc990225b3ab33466znm8,6.88650526316e+13,4.83422982456e+13,6.45363684211e+13,1.16254736842e+13,2.60227884895e+13
12df4a9cf4eb203909e6763960b79238cb0yg,1.32658947368e+13,5.22427302632e+12,4.40052631579e+12,1.00947368421e+11,3.94842144499e+12
12fefd74d82d90541872847f199f6324cowi5,1.40804e+14,1.33932334049e+14,1.33613789474e+14,1.27350578947e+14,4.03811578818e+12
13812c0d2c8c474bd62481d932407687o26kg,1.40693157895e+14,1.36313615522e+14,1.36789157895e+14,1.28985736842e+14,3.2950525955e+12
1395ca662a02245233af951cc7ad8313vk6w0,1.40943789474e+14,1.34588887527e+14,1.35247105263e+14,1.27474052632e+14,3.89481736991e+12
13c4c826516304555e291d3d91c108b3ytpmj,7.72439473684e+13,4.96190309598e+13,7.01235263158e+13,1.59421052631e+11,3.18141019486e+13
13dfda714fb516e1f9f7abb0c927bdc2zmw55,7.31456842105e+13,7.31456842105e+13,7.31456842105e+13,7.31456842105e+13,0.0
142a2545c5c01937b05ac6de9773f9efgx0eb,1.13998421053e+13,1.13956842105e+13,1.13956842105e+13,1.13915263158e+13,4157894737.0
1456b44d8b2b16cd94278137269ceb11ns7wy,1.37272736842e+14,1.32673460526e+14,1.32148342105e+14,1.29608157895e+14,2.11810171927e+12
147164a9fe8a6bce381a224e9f13207cc1mdg,8.76442105263e+12,8.76442105263e+12,8.76442105263e+12,8.76442105263e+12,0.0
1476226300a93d22b15253ed7339429a7ijk0,7.72385789474e+13,3.73514477839e+13,1.32556315789e+13,69894736842.0,3.2549850231e+13
14b2d98230228eab6a6db3efc41660d7kp23s,7.30261052632e+13,6.92866140351e+13,7.09533421053e+13,6.37307368421e+13,4.03471751734e+12
14bcf558addd6e6f2818ab2bda7dc679jqoon,1.40550842105e+14,1.3577369152e+14,1.37473710526e+14,1.27763315789e+14,4.23758828457e+12
14c69cd7fbc8300876f287520c493fc8xe2o6,7.72978421053e+13,4.19531754386e+13,6.45965263158e+13,1.29421052631e+11,3.22320823169e+13
14d4e04d7ed150613974438a4dfd4e85dybq3,7.72301052632e+13,4.46634123434e+13,6.63926842105e+13,1263157894.0,3.1849698119e+13
14e29ea004067aace14ee4543876a06365os8,7.70662105263e+13,2.27342697368e+13,4.08757894737e+12,2.12868421053e+12,3.14670298845e+13
14f226ef57ed64d8e14c8b5ae929143cgq3em,7.72421578947e+13,5.37938194063e+13,6.70704736842e+13,69842105263.0,2.64879691386e+13
14fe3602f049d4574cdbdef13789647dsgtqy,7.09042105263e+13,7.09042105263e+13,7.09042105263e+13,7.09042105263e+13,0.0
1530008a712831e35a673d38959528f4ozipv,5.86236842105e+12,3.04784210526e+12,3.04784210526e+12,2.33315789473e+11,2.81452631579e+12
156f4a8763e602ef789f8048c6928676a1ily,6.82774736842e+13,6.82774736842e+13,6.82774736842e+13,6.82774736842e+13,0.0
15972a431aed117840dfce5556242366c3fwq,1.26158421053e+13,6.09451733746e+12,6.49628947368e+12,105263158.0,3.89370207231e+12
15b1e719796dc894ecde30f160e7ae20hrmmh,1.34824526316e+14,1.34824526316e+14,1.34824526316e+14,1.34824526316e+14,0.0
15f34e73687d7361ac0d780737fca261g2s9n,7.73021578947e+13,4.06106503635e+13,6.41455e+13,13684210526.0,3.20173509251e+13
16065749457a14b26998fefca503c3ecf9og8,1.37110157895e+14,1.29717602339e+14,1.27893710526e+14,1.27477894737e+14,3.11878212814e+12
162886daa0054ff1ad422e0f18cddff3qofft,1.40907684211e+14,1.34290626823e+14,1.34305157895e+14,1.27358052632e+14,3.83273484974e+12
163097c029285c7eefa2d60e474d65b4ap2l0,7.54001052632e+13,2.92871094737e+13,1.05928947368e+13,5.98105263158e+11,3.10602076115e+13
167008af05d4feaa636a565f6f83ec61a6ogj,7.36948947368e+13,2.68136345029e+13,7.01592105263e+12,3.66121052632e+12,2.95391576516e+13
167b4f37a264b72feb0f559b650d1cbd3ox60,1.40772e+14,1.32902326901e+14,1.32327052632e+14,1.27368947368e+14,3.40982616945e+12
1680b6a12fdc8c64645c00ae8048f99c6uzoz,7.67332631579e+13,6.41900434211e+13,7.11223421053e+13,6.71526315789e+11,2.14919392696e+13
1680f758aecded6e25096b3a6199b38en6n73,1.38820210526e+14,1.33579231579e+14,1.32408447368e+14,1.30699842105e+14,2.75511942612e+12
1689122c3b25d9e7adc626de84c10006fr2n5,7.69853157895e+13,7.18149149798e+13,7.20843157895e+13,6.42002105263e+13,3.4269570623e+12
16e2e48cff6faab74e1f5c47669dfbbda7l5z,7.73046315789e+13,3.6369620055e+13,1.27996052632e+13,31842105263.0,3.20313078974e+13
170a58cf637c08f0818ebdbfddca29c9irkxj,6.86298421053e+13,3.38036315789e+13,1.30592631579e+13,4.57226315789e+12,2.85754215733e+13
1717f6d4c48ae8d3e5f2566d4bb525f854j6d,1.40438578947e+14,1.37598661654e+14,1.39136289474e+14,1.31947052632e+14,2.66865085645e+12
171fbac128e6dcb51d0f07cf7ed8bd3er891e,1.40277473684e+14,1.39534918317e+14,1.39062526316e+14,1.39046684211e+14,5.93548122073e+11
173991472d4ee18932f8514b9d4a9dba7rjqa,1.15346315789e+13,1.02019368421e+13,1.07285789474e+13,8.66057894737e+12,1.09766911841e+12
175a06fdcf622c9455d0a77990b9302dj23ke,1.40965368421e+14,1.33239636645e+14,1.32354368421e+14,1.27329e+14,4.11941203446e+12
177b031b4a77f28ff167b427ca967b52jetgo,7.63285789474e+13,7.63285789474e+13,7.63285789474e+13,7.63285789474e+13,0.0
179a23cad40c51dd7804069bf769d11e1ftk9,7.73033157895e+13,3.71529448063e+13,1.32688421053e+13,1473684210.0,3.18997448591e+13
17a321c4a0d925ca80507effa52330ac5n5r7,7.71786315789e+13,3.86674933624e+13,6.38262631579e+13,947368421.0,3.18530173405e+13
17b41c48d6f53585c7bf3b65977eada0yxs8n,1.40646157895e+14,1.3494152553e+14,1.35662368421e+14,1.27478e+14,3.57769388852e+12
17c59325ec223c94dcb301a7451c39871vxq3,6.94572105263e+13,2.7516754386e+13,6.55052631579e+12,6.54252631579e+12,2.96563811227e+13
17c87408ee1009887112745797caeb7fwvqfc,1.11094736842e+13,6.17865204678e+12,5.73286842105e+12,4.95178947368e+12,1.56016491778e+12
17dbe14676cd3a3cb8a7edb438622f7fv2scv,7.71445789474e+13,3.71336418129e+13,1.34095e+13,1.79778947368e+12,3.08725987907e+13
17e4d6d9a1f8ec00cec1d4fe79b059bd51476,1.30731157895e+14,1.30709184211e+14,1.30709184211e+14,1.30687210526e+14,21973684211.0
17eeec8676ad56bfead1a9406277f41cnev3n,7.72961052632e+13,4.04159698321e+13,6.41379473684e+13,3473684210.0,3.20619143634e+13
18076726ec814a6f56da2cb9ea89d105j8vpm,7.61195789474e+13,2.8591872807e+13,9.84257894737e+12,3.18847368421e+12,3.07942298682e+13
183c4e44d09bc4ab990b957e765af311vlup7,7.70212105263e+13,4.49507353801e+13,6.60640789474e+13,3.06157894737e+11,3.12359839675e+13
1870650d20a97db60ce4133bb9352b69h9phj,1.40927368421e+14,1.34555149761e+14,1.35238157895e+14,1.27382421053e+14,3.70611429797e+12
1880a778c9dd0cb15ca1f052308a8e04g7e35,1.40119789474e+14,1.38100982456e+14,1.38859263158e+14,1.35323894737e+14,2.03000719189e+12
1899fd76b484b9275854787a6b003b8a93js0,7.7271e+13,4.83205955809e+13,6.64023157895e+13,63368421052.0,3.00265138904e+13
18b5e850a1c10e681cb5fae0704a699018x6f,1.27768631579e+14,1.27768631579e+14,1.27768631579e+14,1.27768631579e+14,0.0
18bc9dbbed75b55f35ec4be1351b7aa86an68,1.40963684211e+14,1.34491251403e+14,1.34559578947e+14,1.27334947368e+14,4.088094807e+12
