bidder_id,ip_entropy,url_entropy
01cda526658455000913950f20cf31a2q6nsf,240.819847216,162.542000684
01d5348d4d4472288c0c458d8630504165r4k,6.57925121201,5.88610403145
01e4994f0a29fa76c7595fe3929bec777acv0,27.8992713838,12.1017116302
01eb9dcbd0b3e79d94020d13d83a993ec9d2a,0.69314718056,0.69314718056
01ecfeb5d9946423c7fb088a84fe77c3smw4c,8.52516136107,0.0
01f498a0992d280de63ec346692efb2blckg2,0.0,0.0
02030ec48b7179a7fd9950fdf546e3feekkye,3.17805383035,3.17805383035
0204227c6c8042ec8d8cc1bacb0d44b1csycb,4911.60713749,3137.80857374
02127cccff7c56391882f1d58dd960fchwfua,31.0201668003,25.1340627689
022ac3a7ce986049d9a4bede83ccf9ddctvg6,4575.94404521,1166.56457877
023d51d2bcf7d962c766ff570fa7a21ds3c96,117.7718814,116.385587039
024937af9ea18a2b57e4f08762d181f7s8a3z,0.0,0.0
024b9e2d822424b09ddf86b2a9cf8614a0uwy,666.63176628,269.504778197
024cf43497fd7381df6254888670f84bwbbam,0.69314718056,0.0
024d6a4a489d4411f795d04b6617d1f47qvrs,51119.9485098,20335.3822468
02518a364d87661eed1453e251933862yvmjj,4094.11050737,3385.52379264
02615aa755c78f1812d7f772f4ed3d8anist8,0.0,0.0
026819504b59bc4eefb9963d5fe4271aql15u,1.79175946923,1.09861228867
02857858772bd4320632bf6a51e02f6ejw6au,289.770496424,106.702118021
0294102fd936228343828f48c7f2b270dklg3,0.69314718056,0.69314718056
02a28b9de21bcb744bc2a7dedc008f91pbcpc,52.3406447428,22.9989895312
02acbacd7a029481f44d5a2e2d3fb0b6xe0gx,43.0675693104,129.755156827
02caba35d87c40ffecdb1d998d909957dx7uo,0.0,0.0
02cfc97e8fded77671e71e1951723d5fwz6a4,0.0,0.0
02db55f07b252ecff0aa4cba93880a44bv4eb,2135.1545279,299.846308402
02de68074ee2edccf6a00dfbd3213269w7k7i,0.0,0.0
02fbc26f080655008337619a08cb7c04voa3c,22816.5443796,20309.7647187
0306d10ab30a2f5cda41ae7ed77b8d31oehvv,927.40155204,771.07458539
030fe7527c9394a74f25462cc2ed5af4myezo,324.167528444,91.4769897262
0318e0a173f7c65db40116b903884c854x258,84800.7714116,22454.6817757
031da7aea2d4b75ac8ecba4825bc1318yki1d,10.6046029027,10.6046029027
03244a553a252dcc3a3037f0371c8d33fmpd1,0.69314718056,0.69314718056
0353aa9e97bd46119c90b8892f99982esfem3,657.702361123,441.351837982
036a4050a5dd65e70f0f613ec2e38a74re026,0.0,0.0
036abb8a6ba8171c3e41e16eec64e977ez1jd,0.0,0.0
03757ddf8a00f5c600241f3ce956ad7bfv7tw,0.0,0.0
037d9f10da403d8d5f94b6e2957a3702f6x07,84272.5705097,81208.9016946
0381a69b7a061e9ace2798fd48f1f537mgq57,0.0,0.0
038d5c12a210df3818eb8dc34ebedac2ldr62,0.0,0.0
03a1e81cb7bcd15014489a6f752c9d5b7pvel,39.1919158307,22.7858576153
03a5ac97839b407f5637ce534a0de583ygwx8,1.79175946923,1.09861228867
03aafab9868455b78f0723eda86698ba9v9rm,62805.637027,19582.3458234
03b57948c18680b55b6e9ba10eeac42659hsj,0.0,0.0
03cac5cc349396386e833a24543980cckfhyu,0.0,0.0
03dd77a9a964371144e72f66e791bbe2gkphv,1365.60587588,1252.87919493
03e81f2bdfcf6f376b1deb163127eeaedmsqn,147.172625793,129.764628626
03e884d3e7e3356608187d2345e4693fyt29x,17.5023078459,7.74500280352
03ead6957061c72543b8bc35f6b23852j0a0h,0.0,0.0
041d869edcadf595b90e3b5248903183pn754,4859.17847803,13.7984376416
042780ee9a3730703e35340c575c3cbb7zjwk,1.79175946923,0.0
042d1cd843d886c1bd8968e18bfa1b5b8t55o,0.0,0.0
0430923026291636fff20fa1707fd34f0nayx,553.484201163,430.123380155
0446457fc8e21596799158406f77b14catx8w,0.0,0.0
0457e2bcdd0a06bd9c8dc3ea9b3c1a7419mgs,261.33813086,98.7091237708
04636b6c61c80f5325efe61183e8edb01ko20,1.79175946923,1.79175946923
046897d78512c75febd7cd493f408632lqm40,2.48490664979,2.48490664979
047558bebab9292a5d4c85d6ee768784j2hdd,172286.710728,117599.555839
0496c24a6a7f593f28bf7896350e946advl6i,25.8843683633,28.5924185644
04ab1fd6ed917467e808fbe3c6a126ebyusca,75.2555948361,0.0
04be4b7846b32bb6445928b4cb3d16af5xwzq,0.0,0.0
04bffaa5e353b8a37a66767e3d9b531din3rc,11544.2656691,9457.25619015
04c6b750b0552089c87ae03de72289cfcpfmh,22.5521638531,15.9729126411
04db33ea12bbed34ea9907f908ad2ca2gnh2s,106.631760261,65.9306613967
04ef306fce8e66b25ecf6a78800e9776s4stl,2452.95537305,1230.13255105
04f0778852b2671aab928de427ce7a8ck7vd3,1455.22819615,685.873699209
04f53d51a9cac9391b1d35c109294c48apax1,2230.00293375,2038.98900278
04fc5cae5e63ce4437449827e58b2614058v2,1793.46431137,1250.56393739
05068af5ba4645de987789f5a3248cd1a9nft,110443.577424,182629.585215
050a3b29ca1818e1f237df8132bc2013bcuxi,106.631760261,71.3349273413
051586c3297f5b992000048f3704550fxja6g,71804.3165942,60580.5565502
05357eefa29d2c28f59f9e346ec64cebylh3z,39.850709811,8.83054301062
053cefb7e952bd81d7a6db267a121747te7lo,0.0,0.0
05457a5a02ff30f21d0d16d6e987c7cdn9poc,762.850034942,587.116181381
0547dbd3ecb4a293913f138d60b586fdf4ane,1375.04988369,11.3569264113
054b51d059fe981ca8cc4e0d4c49aabb5mck7,7571.21384601,5576.63304222
0550568ad77e8e41f2b188be324c10b8xw912,0.0,0.0
055282b75717345ba6f53d40e9e6d6c56qrzp,99924.4479422,60931.8388016
055eb52087e0080b8ebca74be4f823f5c819l,0.0,0.0
05606b484938640c4309fd9d286fea3fifen9,236.89894802,12.0946940575
0565a780f2c5b46837bbe9739ef15ea92fdu0,6664.55583432,3576.60573745
0565d7d345ac29442b26cd9ffe2b3b841wwnb,1399.8298388,1024.85068393
057071d595b08bd00caa8e3a91eb954bhgt1q,482.940294605,287.141953562
0578bad1a458d60f9ba0e810f7058389lz4wj,0.0,0.0
057a0760c7d5306786fe54af9d49ddac796rf,0.0,0.0
0580f2e77b4c0dd3b5cda8a1641cb9fenmo0i,281.26262656,52.4977523478
058931834bffe72041a6f046e3c7dbbepzv1e,280.234394222,80.6438342975
0589cf78c4bece729f0ac620557210e13no3n,59.5877253274,41.3122275933
058a4e0ac0a20f504cc9c6aae2a896e6too9v,0.69314718056,0.0
0590c434e36245c7983845752e73ebbdgyugm,14338.4795053,5747.97544574
05a07a27e235d01fe480ea6ac73b8838jq28x,536.685485037,336.299406795
05ae7ea9549ae298bbbc8002b4229392e0ilf,1.79175946923,1.79175946923
05b75a11dd918ab9d9dff644219e6727vqzz5,3464.74004763,2341.25389346
05bd6eb40889047958e8b96332cc1975vib58,141.804989682,150.330151043
05c6b93bf8f083b2d0a03ffc0fc3524ba8fi5,0.0,7.32118855674
05c9fe8f8852ea069a93dfe39fc0571er9mdt,310.880241228,270.84720986
05ccfd8ca96643c468ce64c50dd01078ux33u,383.041348112,261.324956022
05ce81fa868e12e99ab0390d9579747b0tntg,2377.54785897,5443.35243341
05de85f05fbb6a6bf86ff6b33be7678ek3flf,201.882215946,99.4491602634
05e5905428f5718a5cecfbde859dc689mcex9,140.001395755,99.5722306064
05f327ba853313444da03bbc41c1cf2ac8cbo,1039.73426579,625.544153092
05f5792216f9a5bfe91ecd0dbccc3cdceuwmf,0.0,0.0
05f9e773506d32bb059045cc9bf31b4187sga,1125.20008571,356.571637762
06052ab145f8a3ddc6ad8433ef11da8dputmu,0.0,0.0
060ac64ff78ae62e9bc697192cebea333760p,255.140230074,217.429116659
061690ceb6004807b7906968bf382dfcbve7y,1728.46957906,0.0
0619a3ec37e6d49be8b9a2dd094bc8d4skgew,4278.50846185,266.208690802
06237b976cf6ae2d3e3bea5e2d3dade4krnvu,102.968198615,81.3535277009
064711ab52b5f3b7deac4c0465a7ee42h1uot,0.0,0.0
06586694c6bba2ccaa8e13354701bb30em5ro,3626.7062284,2184.01194298
067ff22ebf0d33fe0deedc816d75973865jo7,1378.11459569,815.606374585
068450aafae2a6e390e35925d964290cdliqf,0.0,0.0
068b3d3f48528027025cd31ba92c0d1bpkjdq,8.52516136107,8.52516136107
0695b948daa6f8bffb8758d201c27517k50ao,0.0,0.0
069d020584a0e8c61e622321d4c43881j7pl3,1.79175946923,1.79175946923
069d251f2fc19102924468ab38349d5eou7ab,18.6009201345,2.48490664979
06a58d4af0fe7ee15324b0e921e8de1260vef,72645.291619,28884.0077992
06a984e49706c47d079c33a6e038ee9a3moip,1.79175946923,1.79175946923
06af48f3b9799398a569506d7cbfaa747k49t,164.320112263,124.871776368
06b2d71c26ef3b6e29277f761cd0db90wuwjo,0.0,0.0
06b9a5226231e5c03cd00c074dce0bacjod7v,0.69314718056,0.69314718056
06bbde5ca852af9ed6f2afdc6ee5bc3bko1h1,0.0,0.0
06c281e31f83dcfd3fe70d2ee2d66bc7e6fw6,0.0,0.0
06cb735854688d6d03c39fe1f8fe84563y4m1,278.72277294,397.171658297
06dbfffbca4f34157f8a575fa535d9ad3xfwm,8.52516136107,1.94591014906
06ddad46112881df154e3bda0e90fe880r57n,737.509837142,287.32184598
06ea8e569d68b4767725e060d3a72938iqim6,0.0,0.0
06ed8a1726d2a3d03c195cb219b2bbb9wbmz8,20.5978854544,27.870283847
06ff2d37e247d28cac0e2a944e39cd6budsbx,0.69314718056,0.69314718056
07012e0507b4281d430b93ddcd96cae66und7,33.5050734501,25.539527877
070841d4774fef5fb50eca78a7156715q2hfi,50.2203812066,34.2404998962
070c705dab050bebc8c9b379045d8ae8lx62r,0.0,0.0
070d7aa0b0e7754e8c58194a6e2c8fc2js081,0.69314718056,0.69314718056
070f01355c418cfca4d58db04a5d5af5wuk9n,4.78749174278,4.78749174278
071300a7c3385788c00573d1c4bf150csf3cg,0.0,0.0
07201f701766a7ea89b36b4e7b984beap4zdc,4878.76249006,5653.13764074
074993754af952e8d582e9ff04a2bd5bh2s05,185.026787938,315.928714825
074daf9a99b01591cb0637cb95c32600roriz,164.456244438,128.987561261
0750cce1071adff96c9e8d417482cf762jjmb,538.231412706,34.5419778163
0751502caf4afd959c99955c80edacc85u11v,0.0,0.0
0763e7371b763087182eb37930074ff8mj7fw,58.003605223,54.8255513926
0764308c5a1d35bf76c32d943eff07a50tp9e,120.752922958,26.4195227769
0774742ee8690973faf76efd53e66b435sakj,981.201075419,285.947747572
078e06b3288cf8f18ab7ed44b245fc56nbyfv,82.6375432129,3.68887945411
07965f31105b6ef1ab30efedbfcd66707lwrm,2644.86458158,2331.13010748
07a1eeb3bc5be386c1eb67f4bf69ad56wvkcc,11.0100680109,8.93062646917
07a5dbfbf2629ef7018abb660fe0e795xmrw3,1897.96538585,1556.56388874
07d23b0f422ef8851ad105ad659fa6492n2su,754.784384096,482.543204731
07d4faa935f7e83e3b8c08c34baf74a59lwb6,95.7196945421,32.409803783
080042810884fa0937e9ddc89ca18a28jhz48,0.0,0.0
08078a2526666deea62ca7c065bf22c4h7i8s,0.0,0.0
080a1139f5575159bdca6044ae568550d8f12,0.0,0.0
08144977af383cb9f1d3b51ade19f35frjmwm,0.0,0.0
0817731a4d2e319f6f771da3f522b8bfv6njs,888.289120355,0.0
0825d381aa09d1d0c47c77c372f07acbe02ky,651.332204177,217.377033747
082659fb2b29eb5ae7c241393ebb76bb8wq4y,208.649439572,124.288119735
08353687608279ddd83e4d36fadd1cd8ritj3,1.79175946923,1.79175946923
083bc8dabba83902d98f0dd986388319sryc2,22.5521638531,11.9475609504
084a25ac6da2d0997becd19eeda619c8po6d2,0.0,0.0
08515611e73803dc6d8c562b8514dfb5qi3z9,1308.07581372,560.3802764
0853bead89b03dd38a04d84f4312da7dukglz,1.79175946923,0.0
085829afe1af4c5e81563458bb288088y992x,58.003605223,46.7058551397
0865d1e207fa3728a7379c415c903133rr6ce,71.2570389672,19.6503633994
0870fb7e5701f3ba56762b03e157afdc1yw7u,2224.01340878,2108.32882671
08728c61fc683905eec522c104030551y5qqh,36.395445208,33.2173913777
0875b86dd85b2cfc8727d6ae019832b870s6s,0.0,0.0
0893eebbf5c7e431be85d18a4aad99a2mc32v,1294.87143041,0.0
08981037e7a6c9032716ff25b15c9de25p63s,18335.6557014,10296.0211527
08a588ebf7b98f44f8fc695d02adfa25x0amy,0.69314718056,0.69314718056
08c389a8a55b13d0423b5c0dba3a9b6clh1gr,1.09861228867,1.79175946923
08c39ef7252995e0749f7927249b8dcb1d3xh,0.0,0.0
08e14af6fbdb7aa4f3e38dcef26df601mz63o,0.0,0.0
08e32f3d08db3edea0fea2e8c6634c8c4iq14,3.17805383035,3.17805383035
08e89d1f541baac1ed7a0f16fcd46474ob5u9,27.2061242033,27.2061242033
08f13a984962c44d88e10f188ffc7c38yqn9o,12.8018274801,9.62377364973
08f2b08040d62a4dc55d9f65539b6090um72f,120.839934335,58.3369772122
08f929bbb45f6101b61eeade665542bdj6ioy,1727.64988413,655.0880172
08fdd6af0ffe017623d5dd2f3b509f598dk01,3630.63701769,152.040057486
0903c5009f3a06db04d5e40a83e04480ukuvm,0.0,0.0
090b3859aad1ed0dfbe857cee2ef6aac8w0kp,41.6424692802,25.2852937386
090c13aa3b9f8ff7227bfb74308e9b2e128jf,0.0,0.0
090c77ac89c7063f0d0ce064ce3cb3afllf5h,0.0,0.0
091415979b1bf178f6c358bca7a3d30dkct2r,1.79175946923,1.79175946923
09141d643a0021782bd040bf51cbdef4c17t5,3.17805383035,3.17805383035
0918eedd8324da06abe5600f058480dc75nfo,42.3356164608,26.5380567071
0918faabadfe856a25ebf1ff96b2cfaf7ez6a,45.3801388985,41.1034727795
0925bab07c4d3600f2a56dc4468d243ahcuo6,1.79175946923,1.09861228867
092ceb77862ed0c120af013fe90093e64qknp,374398.051421,3182.60217635
0933e1844ef295b026b5e6ff6f4c0960jhzqr,0.0,0.0
094ca167823888700c962d06c82b261bdkp2a,27.8992713838,15.0974439038
0956ac7abf361527a71a2c24a3f29b80ytlot,39.3398841872,5.83481073706
09790d0fc669de383256c7171ffd5143abd3f,43.7016994033,175.492672816
097ac653dca3fe0ba83d24ebd1fd23b28ztxe,41060.9692481,29860.7648662
0983ad44219dfddd5a501810f655233dur2r8,416.285069697,0.0
0985bc13264dfe1af0abc65f3c0b8a96c8sl9,16.8091606653,0.0
09886a694696deb1bd6c3f12c6acb08bg66sz,41.6424692802,20.6519526757
098bfc9c440f9ba9e6371f774ec6a36fa0sq6,1.79175946923,1.79175946923
098d2373ee8e8f83c5e597f210f082e2gx9uj,0.69314718056,0.69314718056
09a5fc9ba18647d388f46f0cb134cadd838er,47.7780341713,14.6212674154
09aa1a84c7c7ba807ab6b2ea7fa2aa6dorm2y,63.8643914464,29.0981867781
09ae6f2cf493017750379a2f5763ed53wfnni,0.0,0.0
09ba0a844a8683d61e18f183ca23be7435vfd,0.0,0.0
09d71d3e6a6871a7598dc2764c5bb4ffkz6mc,13.718118212,0.0
09d99aa44268dd5c999628733fe24b7f34cag,0.0,0.0
09f0c22f61c5a7f643357a2e606b71677a2fa,22.5521638531,2.56494935746
0a08cba9576abdd7f401ca52a50c328coo7j3,0.0,0.0
0a09adcd35b5f26d75f251006affc747drfu4,0.0,0.0
0a0e1973ea3cba47f33b0166e9abbb4c5ndpa,27706.5415284,26214.6688203
0a19c41f6163cd4dd020318ea1a14fb4uapty,185.450119593,157.368526653
0a3591872765dc366dab4ce259874395kh6mj,94.333400181,80.4817505764
0a39721ba697f341aae5915f25a440050er1r,31689.4834734,22618.828556
0a43de0ab0a7525fec59ef4bc1dda7a2z9z69,3979.41891152,543.473809097
0a4733c94d22a38664cff64d6859ec18y6db1,0.69314718056,0.69314718056
0a584f77759fefad47820d54ffa21a24dxqqu,50.9135283872,24.6236949158
0a6ba32afe4756995db2f5cf2461cddbvj445,4.09434456222,4.78749174278
0a7446b63f183a4928ae762ed6cd1c4b894qz,4617.17906847,3073.94352049
0a798636852c5948e899311731439855kisj2,8519.90993507,4148.27280559
0a807dffdef748a472534f0b42df4cefi0913,0.0,0.0
0a8622c7bc8526de762f3b59c91ecbbcvpua2,5716.89885663,3361.29361391
0a86a3b6549af71433eff4e733d5a19aqi2qn,30.6718601061,29.9787129255
0a926caf34d9c1d78c7e5af4ba05f065m4asu,27.2061242033,19.3741100228
0a92c4fa2bcdc8e952546d236b322053o5wbk,1.79175946923,1.79175946923
0a9752168b19c91ec99b943a40af4c1a0b8s8,48.4711813518,42.8082208717
0a9c5e1f261c937c09817ea2d5e949f34v8oe,42.3356164608,0.0
0a9d614009139236f198ddb4759a498cen5ix,1.79175946923,1.79175946923
0aba70072c70a28a41ac341bb9c41136t38g1,8476.4924303,5940.17860815
0ac6f29b2269feea7d94aec032b6353adh38a,0.0,0.0
0ad17aa9111f657d71cd3005599afc24fd44y,64611.9074403,34373.4493344
0ad5956336240ebaa75932cf95c85a9by36tn,1078.28689098,765.278328778
0adb524d88ff4c0c6da7ed87599b34800pl1i,5624.09702686,3512.78509902
0ae09b09369c76737cba059d192451001nwce,0.0,0.0
0af208c4fc46ef9236052ff495016326zxoqf,0.0,0.0
0b1feb6c1cfe82dacf7634565f96ac48y5muk,54.7847293981,52.9929699289
0b2f7f319c7727d3fb98cf01b4bdc5c6f9u83,15350.1272123,13307.2470505
0b37699cfd1395db5454973168a5340bmp9ko,6.57925121201,5.88610403145
0b3d5f829d18ba30d967fceecb58821c3oeqa,9495.24347878,4839.73990484
0b450f2827ec670da34be66ec2a520213xcuk,0.0,0.0
0b4f65b31803376d777d1d935a44fcfa6d5ge,1.60943791243,1.60943791243
0b5f65d28922ebbcf2ee9becd5f7dd08snxnr,3558.68357928,431.082308229
0b68888358a492884e3885bcd73ea63bhxidk,1.79175946923,1.79175946923
0b6c8845a6a8032ed0856636bbecd906v1ywr,0.69314718056,0.0
0b7b89e4e36908ddc32dfd2b46fe52dbp6by5,7.4265490724,5.81711115996
0b839e3756b868b511319ff582235851nzeb7,78.1585662884,141.654869358
0b9ad98f40b4d4f3a9e5a1dd32185d18uy668,0.0,0.0
0b9d45948078268c6394a9c51bf2db08cbijp,51.6066755678,19.7801137064
0ba0e2c0a33c032cf705d7eadde0bab5j4j9e,5232.40439044,3094.2850561
0bca7f1039919c1572cedda5224434f9g5j2f,37.3381321593,3.36729582999
0bf21b162b2eddf37e92bf708a79b94b5e0st,0.69314718056,0.69314718056
0bf40de3a66bd8a70777ece6756c6882jg7s6,0.0,0.0
0bf6ae3f3085a90b43aa86e3c1eaff695w2jj,8.52516136107,7.83201418051
0bf6e0e5184b3599bbb4ba1fb3a43549ije34,0.0,0.0
0c1385603d821c3a5d91f5c291dfec2a0f7rv,224.958404642,82.8997583342
0c19bfcb25b818fb085f7b890f1c3fd0opg88,0.0,0.0
0c2ab4132564259a0b02c5bf57b49763n2bzh,4145.60348265,2179.69483592
0c3e5de44a27de84eff9f81ed777e8a7bxjyk,3731.61509999,3011.46847562
0c44f546ed40a8ccfc2e985c6d1c624fjtj11,0.0,0.0
0c47587c4459baed81d0b707eff6b4bff5tmx,1094.24060953,717.411724419
0c54bc9e5b878d32ae5cc028f52679b21l7mo,3.17805383035,3.17805383035
0c55920fb607fef2d33324f33565758a6e4dj,102.968198615,64.1484713785
0c57d8eaa2708b768416ca91dd8daa2cqbl31,44.3342771752,0.0
0c5992f18244e24d2d7b4708a512378729eev,187.492307113,68.8081610563
0c66a9dec55b08bd066f5f55beb01362pe46l,0.0,0.0
0c7f27623e1ed809d8203bfa54e7b0f1438cg,17.5023078459,17.5023078459
0c9fc0bcae13530cdcd45908f3bd0b025h4j1,1.79175946923,1.79175946923
0ca19ea4fcfbf7e336775b330596b212aazl5,12.8018274801,6.44571981939
0ca7a449b8a41703b1d54413b2ad32a45lpnt,3174.27448995,2394.9752166
0caaf646e1181082f4f8a1bd7b21238dz7ptm,813.532955693,365.123949081
0cab8a0b6a038dea03ec281b29b7c4e7ix801,0.69314718056,0.69314718056
0cbd01c9e8cc800aabd3b3e4c618f9caktfgp,12059.9502773,9996.92374234
0cca10034c58287ee6fbec14a3f96c3546sdh,12.8018274801,11.0100680109
0cea6e30d0b3e33b2a77d68b8c8e1ab3vzomo,8982.60711795,6006.78342278
0d00ccca046347fcafbc601c459c4d138k6ve,72.8664768796,29.0444825992
0d00eb236d975d0a9d21d8d90013a76a5blze,5245.51951597,2384.08425397
0d0b3d6dc27d0f8eed70971f8c6bec1bdrs0f,348.213749517,126.292858683
0d0d43ac593a891ce100d8202d3d72c3xsma8,15.1044125731,4.49980967033
0d0e6220bf59ab9a0c5b5987fb2c34a9p33f9,13929.2448943,9971.30772482
0d11a09c2c063d66048c53a3bc6ab32202wt8,201.338626502,155.394024585
0d15f21d4ef93b4e27deb889ae2276639chp0,0.0,0.0
0d1815382b08885d76c671ab600133adeyp5e,27286.4392677,17512.5967722
0d208b6ae0993e35e56709a548134e65roy8t,1588.45260705,131.721752518
0d27086b8d43855048b6ea0e677db239p0ubf,437.828504821,0.0
0d35fb37f30ac79253064edf16935b1bi6xrp,0.0,0.0
0d37dc418a12c7096bf160db9c2a37f4w4k76,0.69314718056,0.69314718056
0d4f3f30a0c7322fc303bba10512791fzucm4,6700.91101016,4020.89953023
0d5848bc8c9bfb3eb979391540f5517dtvcmc,0.0,0.0
0d6066a9890e4c3bc7167ff0f539ad8byseqg,1.79175946923,1.79175946923
0d876a3fa02c0e8cbc8d0aa00383c4e97t2ld,0.69314718056,0.69314718056
0d8f88a469b37c741cb4dc02c39f9cd6kegig,128464.279328,62897.8705323
0d9f78a6084bf15f42210bfeba95621255c89,4.78749174278,4.78749174278
0daf4f87eb695e2a84e4156154209e09k6ga5,0.0,0.0
0dc49444d984f184945578a1367c4faeuk1s5,14765.7758973,4520.90169545
0dc4bba17be65065563fa2852fc44e2eh6p6m,0.0,0.0
0dcb8e4b91cf4f2682e65aa1a9589bbam9ouv,680.314934104,529.471531259
0dea01e325acccb9d2e7cdbf0150619c6aycy,85368.9373203,68300.331624
0e15004e010f976c03f4942b5bd858adwl16u,117.7718814,65.0979037775
0e23fd7df994209b02071d229f138e76e05oh,0.69314718056,0.69314718056
0e2919e8cea7e39f342516496b3e1959bkowg,137.495869818,112.304648635
0e373556d3bf588a1bb2ca6354120cf2dmvjs,0.69314718056,0.69314718056
0e4e4ecaebaefac85b30de28df9c78f5a0cth,5.88610403145,4.78749174278
0e554113319770c672b4017e6e25e2baqwxgp,0.0,0.0
0e5a5e112210f6bd730b5389c4e201a0ux0ae,0.69314718056,0.0
0e5ec5baf2e15afdbf5212d8461e1ad9h3kr0,128.430786459,97.3534612444
0e66933c924764a59760aaae5368e7d1e0s88,169.867890489,126.972658241
0e8212e286ee36da8945c2480e366417xa22x,0.69314718056,0.0
0e98ae5345d0c75b6bf2d83beeac8f518buqv,184.756972413,151.251898963
0e9e0ec34f0e3a1ce9f62051e049e4396s0hq,1679.07091822,1281.05363854
0ea26a4028ffc16d9a8631d43e1b92105auao,1868.2986049,156.222494171
0ea2c9bd5fddbce029726be76f1b536fyznbl,0.0,0.0
0ea62aaa9c3ffcc6db584cb69c1f6c4bcripp,1153858.14913,19917.3382403
0eae582a3d2364cccd39819f23cd2200fv47v,0.0,0.0
0eb11ab9994bd034439a0dea4d4b1fa3dk2gd,12.8018274801,11.0100680109
0eb1970d0f659ed220964b94016523e49c3ja,0.0,0.0
0ed04061bb05a6c86b9aa85b0f7674b8ysroq,3.17805383035,0.0
0eee9465a88550f380c5f74a6b8c2b01q9en9,0.0,0.0
0eeffc5039b27a4dc2e420eca75b1fa55rv5q,48.3657907732,87.8485185693
0ef18638b11d95697c69032592381ebbkb8xu,0.69314718056,0.69314718056
0ef9be4eb3b6a03ac2945522964b242ap09cy,179.763144237,138.120674957
0f07599e5c333c4054862d222d1c02d9m0pvu,4452.90359078,680.02598671
0f094fb7ea5e1dc6fd3eb778bba6b479ee3wo,253.04308172,93.0225952362
0f09c3a1a027f1ad013133c19806afe17jfig,1704.63282193,1181.52823672
0f0ce6c0cadcf355df30de5965549445g28nc,98.403850423,45.0054153861
0f297fa7adfb49809d03018483753640bkhhm,14.4112653925,15.1044125731
0f33df2513a519a35c8b3dcf1d7c7416jjjzk,57344.6813446,27053.5299473
0f35f9706eb2dc8f9bfa6783f8d9319ehvia1,4060.76237114,4463.33012206
0f3ee77a46dd5a09ad20b7c3e54ec614sbpvb,493.040208321,496.734374358
0f42ed6dc9d4c8d7f97a7b4ea7ccf5abruz1i,27.8992713838,0.0
0f458f24529914fa7a817cc004cf3809ternx,0.0,0.0
0f4669e36b2e721dfe27f8633b277a1575erw,0.0,0.0
0f492619d6588295f0cb691ca3d061348gs8t,2579.78412912,1407.83198487
0f4b5feae954b587db7bb5509d3b88da0h82p,19.3741100228,18.6809628422
0f4f555e806b2bc728d3831a674547c5n0u76,0.0,0.0
