bidder_id,response_max,response_mean,response_median,response_min,response_std
36eb005bbe5a4253f3a3ed61f4eecf7dipsf8,4526315790,4500000000.5,4500000000.5,4473684211,26315789.5
b2929cb52b44ad906c24af98951f9d83amcr8,24157894737,8052631579.0,0.0,0,11388140791.8
02cfc97e8fded77671e71e1951723d5fwz6a4,5526315789,2894736842.0,2894736842.0,263157895,2631578947.0
4c669ef93cde71e8ac3b65d1625ffcccehk7v,68300210526315,5.37836569259e+11,16368421053.0,0,5.11764989299e+12
9e9047df09026ed5a5a3a86403811159u5yja,158578947368,10562030075.2,1263157894.5,0,29626854461.0
00862324eb508ca5202b6d4e5f1a80fc3t3lp,526315789,178947368.2,105263158.0,0,187119882.252
6f4f02555a694cb155debf3f4c1da48d2ga48,403578947368,5262125903.02,789473685.0,0,33694188554.0
fbce1f9841cc3e740c445945a8f17be40vbg2,543157894737,4177332535.89,473684210.5,0,29831489190.6
41bb72125c871cbf586f448287697797w7kkg,130578947368,40197368421.0,13921052632.0,2368421052,52877024724.8
f80bc30698e832cd30f814aae2c34721kjozy,65789473684,6345201238.26,894736842.0,0,14747630898.0
8d506c4b1d130cfeac6a5f179db00e51tk5zi,1473684210,649122807.0,368421053.0,105263158,592868254.007
eae01dd857a394771735903ac7cc97385rzx3,4126631578948,86521948729.6,9921052631.5,0,2.95134358633e+11
50a7fd67b3bfb97a48e822280e7a6e18imbme,121210526316,7604376108.81,894736842.0,0,19554928439.4
b2c8f9dd069954bd9f697f7ea05b54bfvzmzy,66421052632,8978947368.4,1473684210.0,52631579,19381806015.9
ab536d878cbf7fd8347859dcec97ca2a9oz07,50359421052631,12752084429.6,52631579.0,0,4.5932638156e+11
f01e3769fdce36d31eae85525827ab17xeu31,113368421053,14344298245.6,5473684211.0,0,24018556130.5
986d08748ec144b22ad2b1d4de542c02zom1q,3679789473684,4996691941.73,52631579.0,0,99193370859.0
e8902cda27245b17a0a217f806a831e3cb1sr,3789473684,546558704.462,157894737.0,0,981512129.647
ef4c962fdf05b684b9f9c90aa00b1eb6tgqak,263157895,263157895.0,263157895.0,263157895,0.0
6c0030ed696c4156b6ea3472374f6b54s4ih4,268578947369,5347472299.17,105263158.0,0,24953624948.7
5c725e840bcc103bb8d12c54ba9a0b37blxvw,11157894737,4842105263.33,3105263158.0,263157895,4614201851.4
82b0bd65fa471a9be01cbe5cb0273c75x4t0i,425157894737,33077803203.6,6789473684.0,52631579,86829709772.9
fd239ad28ea5d5501b55876bf619022dii5p7,9986368421053,1.36569319641e+11,2447368421.0,0,1.09501886365e+12
16b536f1313498435889bc005371cfe8l3aof,125736842106,42175438596.7,526315789.0,263157895,59086932736.8
fbacab353140582a4b8ae3412eefecbc753vs,63105263158,3909372361.4,263157895.0,0,10351981306.5
dffbb76a54c8e17863cfaa5d6e0345fdu3czg,18894736842,3593984962.36,1868421052.5,52631579,4781470160.26
26fde1932cbb04162e50cf13d72fc432lwhte,3263157895,2052631579.5,2052631579.5,842105264,1210526315.5
71396d66a14f4ce0c96436456462863abwefv,3263157895,3263157895.0,3263157895.0,3263157895,0.0
ffc4e2dd2cc08249f299cab46ecbfacfobmr3,71315789474,6174641148.36,394736842.5,0,15567251092.1
9df0b0e5ca66460495931376045feb5fu4y7b,12578947368,12578947368.0,12578947368.0,12578947368,0.0
7622d7085237d6b73d08e9d70ed11fe3u8mwm,54484578947368,4.20380566802e+12,1105263158.0,0,1.45148409203e+13
4013a826c070c794f6d1fc2fffa58c8cdu3y2,2631578947,2631578947.0,2631578947.0,2631578947,0.0
4b2c353b1331bc8eec4e18c5347ec18dq3fjb,105263158,105263158.0,105263158.0,105263158,0.0
eb2ffc4eb9d2c03a9aa1414bb69f021erzz7e,4210526316,1197994987.52,1000000000.0,0,1151257436.25
b07a209bcfeb553f6b97e77d52c1c72cmvu38,310105263158,12159077468.9,1473684210.0,0,39590452545.3
c4c426d842c16b78bb64f6659f8fbefcni63r,0,0.0,0.0,0,0.0
36c21b34848c8f276626ebd845020641ly5ob,696368421052,20780966767.4,6421052631.5,0,54543325423.9
9057912bac8adfb25ae4260c60315c2bvtbxs,17052631579,9289473684.0,9289473684.0,1526315789,7763157895.0
7be6f8907b30c0691a3c5c8a17b83028lt730,3210526316,1242105263.0,842105263.0,368421052,1038643906.1
4089a2b7f26e5c13a7f3350bd52ebf8fh21nm,4255210526315,9859400860.65,368421052.0,0,1.68730143105e+11
ea1e9f8c2cc1c60a32b64ef30e88939ekog52,51737789473685,79567414152.8,2421052632.0,0,1.7132540977e+12
85155ae64ccbde01b48fbf4b3f1b739exmqyu,11157894737,2301754386.07,105263157.0,0,3704279507.97
63f83a2fc33e248daa134c07cfcba33dba72g,73157894737,2784412955.49,52631579.0,0,10773725841.5
dbd340def489066ae13ffa5cd68e6d2917li7,4740736842106,4875978759.26,473684210.0,0,62390884085.4
d6a673d6a671d9bca6e9e6440787282crg1xf,52631578947,3849624060.11,105263158.0,0,10127469279.5
d6c000978f9a85699760ec50c359fca30crf3,528526315789,9928470298.55,2157894736.0,0,43711962570.5
2a5a0d63abcf1821754c49370904dbd54awcy,2370473684210,43759109311.8,421052631.5,0,2.67350647676e+11
97cfd4d2998f6063f2f42d164d05ac3dlfse6,568105263158,1.89421052632e+11,105263158.0,52631579,2.67770174054e+11
4f71e3f20699cea4f7b759cf2c08d8d7s4z9t,1789473684,1789473684.0,1789473684.0,1789473684,0.0
ab1eb8597d0f23a63c028d71ec1e6792qwje4,29526315790,2398366606.15,1131578947.0,0,3993153851.77
942563fa6695a4b2f76ab6ff3bd58030i75z7,52631578,52631578.0,52631578.0,52631578,0.0
c25075e2dfa4d730202390066a46bfa4mqeub,3859789473684,22230436679.5,2578947368.0,0,1.72099647292e+11
deb7d37fee6ba70dbb5a8546f732b6f7640cd,1161421052631,7322651236.97,1000000000.0,0,42608977558.5
e561791343f3564a6fc612a98b5f3df34rxok,368421053,368421053.0,368421053.0,368421053,0.0
53492f823b965ef68bdcde770e4fd5a38wbh8,59368421053,4585056391.02,1868421052.5,52631579,9671234834.2
d22298a7aa3d0e0eaaebcfa2c902f5e8ojdg8,1913736842105,1.47117794486e+11,1947368421.0,52631579,4.33334851774e+11
6c0a9913e81d2b5cb07baf931122cf26o8ahg,260842105263,17231259968.2,1684210526.0,0,49217805053.9
9722293bc263453f874a43c16c8cd1973topy,1631578947,1342105263.0,1342105263.0,1052631579,289473684.0
255b536c4bad6566cb205af1cf78d0a8wbfrl,473684211,473684211.0,473684211.0,473684211,0.0
6127ca0d14aa64b8d6613200afdb42678ed2e,8417578947368,59460321909.9,16421052632.0,0,2.75891596505e+11
5f56908449455ee9670c7947614f7b4bxak3c,202263157895,6937299771.19,1184210526.5,0,20994504302.8
e2554dc14d54c3b7be85c59dbc1425f77qv4a,105263158,105263158.0,105263158.0,105263158,0.0
159141f57b8df5213df8e231525f3b8av6vc9,3998263157894,1.68797894737e+11,1631578948.0,0,7.81792943333e+11
b051740bc5dd5bdc1bc626c4d234bb00pgxoy,243473684210,35040935672.6,3263157895.0,52631579,58450282158.5
3f3a3705be5ea07b9ba7ee646ed756fbssuo7,26000000000,15394736842.0,15394736842.0,4789473684,10605263158.0
d174177146370aacbd5ae107b6be78828tx3e,11133894736842,60378730192.2,5157894737.0,0,2.79410484014e+11
d48bbcf65d183f56e7d436e398c6cabemy879,75052631579,8656641604.05,2789473685.0,0,17544746486.7
cf33d05860b7f7d9af73c6091190b81ektz1j,4456894736842,3160871208.54,52631579.0,0,77811196954.7
f571abd30750e176b2dd2a7a8a8991927msxi,631578948,263157895.0,105263158.0,52631579,261397621.766
e8581ec94cd4d5009ab6b36c6aca9f0cp3txb,109894736842,13644506001.9,2315789474.0,210526316,23409969221.7
4ef4b3e5727dc85f18aaf00ff9a1e936qyhp6,59148315789474,87304384680.6,5684210527.0,0,1.7608968606e+12
3dc67066330a275aa7a57d16f868464fqob9w,36263157894,24263157894.5,24263157894.5,12263157895,11999999999.5
dd203ac2f71a58c359d86a3cdcb4a69fswb7z,7950473684210,2.22771381579e+11,32342105263.0,0,8.0192511027e+11
f6e2e1642d2502c0f13dbe5fe906b8cbjm5v6,264368421053,5625864661.6,105263158.0,0,23343330341.3
0e2919e8cea7e39f342516496b3e1959bkowg,3920210526316,83505907626.2,1105263158.0,0,5.53818830945e+11
4d869173b8918b5f15bdea0e9cc60482fzjpr,2628947368421,33692569659.4,4710526316.0,0,2.13578336744e+11
82fe2ef96b5dc56348dbdd4e29ad35742c0md,578947368,228070175.333,52631579.0,52631579,248107642.298
2420dae91bb68373c29f0b6fe2ae71cbckikm,210526315,210526315.0,210526315.0,210526315,0.0
dfcd6bec9141029227e9a0031a2dc3caeov8r,9368421052,9368421052.0,9368421052.0,9368421052,0.0
711a60ff3c316aa708d6e176d5e0a22eelvzc,52631579,52631579.0,52631579.0,52631579,0.0
28c0d4c81a22958352aa742f7d74e477qwo51,126421052632,8023684210.55,131578947.0,52631578,27399008590.7
8062a60a2e060a311dac34845ead2ccfbh9tt,124052631579,10057489878.5,4105263158.0,315789473,18421826989.1
17c59325ec223c94dcb301a7451c39871vxq3,473684210,368421052.333,368421052.0,263157895,85947008.1964
e7e6ab1c2263040794ddc4699a9ad82djttwj,0,0.0,0.0,0,0.0
51fc6bf79c7d7f0efeb20207a6762f823vcyv,105263158,105263158.0,105263158.0,105263158,0.0
4232a238b62c76354ab4b078ae70c7dfmhorx,614052631579,3220520008.41,52631579.0,0,21361640521.0
1a9b28187fbb218abcf09e7fd529bd3c2snqf,133157894737,9172631579.04,421052632.0,0,27671490053.3
351e154a7385d6f43cd126d170f0ab22s6b7j,526315790,289473684.5,289473684.5,52631579,236842105.5
60f58637e4c2782819140461f6c47f2babphv,1105263158,771929824.667,842105264.0,368421052,304879775.767
14387d2bed62b86b076039d07757ab79q5rvk,174473684211,23452631579.2,1131578947.5,0,52520188441.3
d5720e8ddf9ac33d4fd769df7d89771ei5fj3,1103526315790,44484597320.1,10631578947.0,0,1.05682881005e+11
361c6da33ccd1c0df152fd932e6fb2a69i4ux,105263158,78947368.5,78947368.5,52631579,26315789.5
a40808ec5bd9d0440585286f1658c3b1ag8dt,179473684211,5211317768.09,868421053.0,0,17807754315.5
e67e2b24c89bed79715541a611189eb0jvf2u,416105263158,18363400809.7,105263158.0,0,50762247746.1
31c469698f66a5d79f5984ab04429837z5ype,5447421052631,56117356498.0,2947368421.0,0,3.35059886668e+11
db7600eb303a836cedbd877e7945a7e8vrzf3,50067736842105,53869856459.3,1894736843.0,0,1.30555079445e+12
2562baf221cf1d453ded3d9818aa173bo9l0y,6526315789,4526315789.5,4368421053.0,2842105263,1345455055.67
4c4431ec9b6e683bdc5a3118d5140105r1nas,210526315,210526315.0,210526315.0,210526315,0.0
8c39ba6a36e3ecb856a6f5c2e4ecef03o9ced,702631578948,35364372469.6,2236842104.5,0,1.21674827611e+11
455ada61d473da5a8b46dfec946d0c78k50oc,1557368421053,34514170040.5,894736842.0,0,1.65281990828e+11
8bf07d8631a2808f2c869e27afad2d41swgkd,1754000000000,8850298792.98,1000000000.0,0,64015572449.0
febd10d48d054678f5672477d2727eb1qwk9r,230947368421,50428571428.6,8947368422.0,947368421,78872623406.6
c587208f9fe3eea16627162de1c39039unia8,4894736842,3315789473.5,3315789473.5,1736842105,1578947368.5
c4ff39eb949d7ad6510ab136e3cece2dl585v,627947368421,92389473684.2,26421052631.0,473684211,1.47859047523e+11
43ba96d425fe92d4d5d0985f1bbab6e3p8ewf,2894736842,1710526315.75,1605263157.5,105263158,948099133.449
b0b09df9b7f97d198709299dbf399efaofsry,4157894737,873684210.6,52631579.0,0,1643117097.21
02de68074ee2edccf6a00dfbd3213269w7k7i,52631579,52631579.0,52631579.0,52631579,0.0
e90b8c9ac7c53bd3319a364917bb9a87lyhmb,30631578947,5352631578.9,526315789.5,0,9758895366.77
fb92fc925c5df50f4da7874a7542cf2210z1f,168842105263,19678018575.8,1763157894.5,0,45459360856.1
72cde6abfb9a10eb2d608667a65d11afa8g2v,1410473684210,5234340363.53,315789473.0,0,54210347558.6
aad3c1fbf0bfc4bbccd91e09c8710fc0ju9ft,41947368421,41947368421.0,41947368421.0,41947368421,0.0
71e6f089be1ef6c2fa1fdb86e7a47359p6c9h,578947368,280701754.333,210526316.0,52631579,220522896.085
10b431aa15b56084d32fe1ef123c4305wo1nl,41157894737,10473684210.5,368421052.5,0,17716527488.9
8950b00903c06ced5253da31b99d80fe9suie,842105263,842105263.0,842105263.0,842105263,0.0
c1933a0a95300c6821ac48f1c5f518a0kuzj9,367368421052,6095297415.12,263157895.0,0,30368736512.5
ebf866e713e4a606301f2ccd3d996fdav38b5,105263158,105263158.0,105263158.0,105263158,0.0
e0413f338c43c9d55ba53612d2068f65t4gs6,2061421052632,29323133414.9,1894736842.0,0,1.50940666022e+11
d4d4b36ea722e5b939e51e34953004c4t671f,82473684210,11024291498.0,315789474.0,105263158,24619236460.7
97c60fa9e9b6497caf694d0df4e8b1a1vglhm,2105263157,2105263157.0,2105263157.0,2105263157,0.0
8ea47af14bbd7af9711827fbf606a6des63t8,1210526316,1210526316.0,1210526316.0,1210526316,0.0
3073231f45ca50ad6830d4dc7261f283iwjjm,6000000000,3815789473.5,3815789473.5,1631578947,2184210526.5
d7b66d95bcfba06122dc6f7a3c605fd73239a,542105263158,19610526315.8,210526316.0,0,81293927604.9
f21e413aa3af5753bc120dcd24d6461bwrvwp,61263157894,12412280701.8,473684211.0,368421052,22219990846.4
b071545f5ad73150880c42e780d951bdzvxn7,8462157894737,31529040247.7,1736842105.0,0,2.71629694647e+11
c2cf611bcc93ec073a97b5a381e7c861prjw2,85157894737,3285030758.71,1315789474.0,0,7101146545.44
067ff22ebf0d33fe0deedc816d75973865jo7,2503736842106,16912440191.4,1026315789.5,0,1.46231130995e+11
cbdb5048683eee871d3b768f7f07f5e4qrl30,12105263157,12105263157.0,12105263157.0,12105263157,0.0
4c8bfbbfad924c7eb74e07bfe025823fqj39e,6122473684211,11973885664.0,473684211.0,0,1.87345446309e+11
0b68888358a492884e3885bcd73ea63bhxidk,1526315790,407894737.0,52631579.0,0,646078089.539
8044081158ec12d655c5202ebc998bb9by79u,76526315789,8702631579.02,657894737.0,0,18990822065.3
999a4f21319ac1d2b9e1b96052b44060sog0l,433210526316,99410526316.0,14736842105.0,789473685,1.6749524953e+11
c45ff81c3112b4174e1240aa6ca38600klivg,766315789474,8784676652.93,157894737.0,0,41176769976.2
e2165ff862178c7b2946f7f62f5a3e51wcvaw,631578948,631578948.0,631578948.0,631578948,0.0
c1624207d78346c3c58cd44f3d5472fcriae4,324684210527,39438596491.2,2789473684.0,0,91221773568.3
3893d2c62d59c232112efd332bc342dap8b4j,684210527,253869969.059,210526316.0,0,218304675.808
c4e4e3b566aaaeee35744cb7f5fa48ffp738v,11105263158,11105263158.0,11105263158.0,11105263158,0.0
4804cf67532d8b3e79726c5a5b74b985q6odg,50519315789474,47500854032.8,1157894737.0,0,1.44606242436e+12
eccff1e417afbfb1fe8faedce8785f17csv15,6789473684,3315789473.6,2473684210.0,0,2721617573.45
824cf55fa29b5e7248bf5097c20544d4vqa5q,2631578947,626566415.952,368421052.0,0,625261799.658
f211ff014ed43c9054916f97d6187108mpxr6,3784263157895,4352936776.28,684210526.0,0,49317566705.8
ba0ca6f98ed66bdd1c4e86db2ce4011fdk6ii,3732157894737,10739887499.5,1263157894.0,0,1.36571749494e+11
6b09f3376045ebad1504abe3b05c9c943aezq,10270842105263,17054883441.9,1473684210.0,0,1.51294595645e+11
368e2d8ff07604989852d08506123026zljbs,7659631578948,26139031041.1,736842105.0,0,2.54378315384e+11
39b356af16bf8ad658fe81d52674c7d6mlio5,50080578947369,16060322080.9,1578947368.0,0,6.7085243989e+11
82266cefe83985ae932e5628f3b93349m2hma,37894736842,5118993135.04,2894736842.0,52631579,6339756534.79
f28b5654b5633a0b5e3f757a16080116sjj1b,3160894736842,21069530443.8,2157894737.0,0,1.66009691183e+11
4c67576a6f30a158d16d790a7fc482b0zqxue,61637789473684,48697205628.4,578947368.0,0,1.43496914439e+12
e36aa8abe1aa5faa686b1216a9303e766u142,9315789473,2555555555.33,1473684210.0,157894736,2699829698.34
8d75f5fe1f27ad65a976af95c1cb3198zir0b,28421052631,2327935222.54,52631579.0,0,7537678742.65
0a7446b63f183a4928ae762ed6cd1c4b894qz,7874157894737,21165962811.2,1631578948.0,0,2.78203859102e+11
4c2699de8bc9516b09c5e5c8bae6d6c6xiry9,195263157894,8869617224.82,1342105263.0,0,30815068265.5
d30fd9b4ea5444281539670f3da5cd880j572,7329157894737,1.63956579946e+11,27947368421.0,0,4.67475777363e+11
eace269cb09d29a718972a91e2d4cdefx49cq,987052631579,10389312977.1,368421052.0,0,88253695883.2
6202bf701d66f8a2844b431f793a808e14zm1,105263157,105263157.0,105263157.0,105263157,0.0
c86dee6b38f4e1b61b1a2fa8f932be3adyht6,210526316,210526316.0,210526316.0,210526316,0.0
16dc2a528c09750fc746edbc3517374a7onoj,2684210526,2052631578.75,2105263157.5,1315789474,508923147.229
9f280cd011f10593dc245dad1d93b11dy6rg5,64684210527,7644736842.1,2052631578.5,0,16508336473.9
8e1f8e5907b3cc256a2a57ae9ac81e063gbz4,52631579,35087719.3333,52631579.0,0,24810764.277
634182dd007ee442b53a0c087e482552xbn03,157315789474,6657477025.9,1578947368.5,0,18708199675.2
5072818e9ad59faa45f994c479ffd07fbhauy,7950894736842,69326235435.9,1684210526.0,0,6.91849893766e+11
e1e404d00fd711ac3ac22187c74b18fe434z4,653157894737,41438596491.2,4921052631.5,0,1.03176947003e+11
cad151bdf2e29b764dfd3acac022e5dcy8n83,58631578948,12684210526.2,1263157895.0,315789473,22982927543.4
f9fed314c68a621c1334454cb25a91083zxd3,684210526,298245614.0,105263158.0,105263158,272918406.575
6a31ec9cbfe23a9398e80403859f0402cg4ql,32789473685,6652631579.2,157894737.0,0,13068733701.5
799c5c0754a1c282850de9d3fbd77600hz2o1,2013210526316,1.44030701754e+11,29026315789.5,263157895,3.96946382106e+11
c0d065cc8cb585f027143f2ebc6b49f01g1wr,201368421053,9232456140.31,2026315789.5,0,23396435043.7
a97593cabdfc92d0ea142d1c64f0cb70aa6cs,719052631579,11639969489.0,1657894736.5,0,62135414033.2
a537b338b8a03078b2d6b74fb18ef8bafn6dp,1669684210526,1.26473684211e+11,6315789474.0,52631579,3.73175792014e+11
4775f94223d60be27ac2a30f7f722ea4m7i4z,9842105263,5389473684.0,4578947368.0,3473684210,2334280245.76
b37b352197594dae96bb9219bf59d656oz79f,882368421052,74570175438.6,1026315789.0,0,2.43562614914e+11
114015358ee920d0b9f2e0f722102d66t0rj5,1632421052632,2.05011278196e+11,35394736842.0,157894737,4.45041163923e+11
aa8d722f895a890b1e51a1840da0d432srnj0,501000000000,79019736842.1,12631578947.0,1157894737,1.60980337097e+11
1213ad65104dffc0ccbf66912477b482fntdv,631578947,631578947.0,631578947.0,631578947,0.0
e59ca537cb8df3053bdd555bc987b4a7c7m4e,47631578948,7881578947.62,1684210526.5,315789474,15146462931.6
ac4cd49f9dec09596608bfa1ceb9f9e2kkszb,7721157894737,23187749716.4,1473684211.0,0,2.00221092364e+11
6d381a45642549721a41dda031a43233h71lf,295210526316,26404858299.7,421052631.0,52631578,78016327533.9
69f331c6c95d1c480add3339b9a5ffd8efnx4,595894736842,15349458204.3,2000000000.0,0,53646582001.0
23a2381473d1db64d768b8d817948da3y2cb8,105263158,105263158.0,105263158.0,105263158,0.0
1e342381f2c64318a51a9b71d91897f8dv9ul,1896000000000,32907025272.4,9447368421.0,0,1.08877908226e+11
f5a67722732675f6285b70b9f008665fq01bk,181842105263,1.22052631579e+11,1.22052631579e+11,62263157895,59789473684.0
666e1e141862a646afaa2b71fc7d2c25r1b4h,86315789473,9484962405.86,2578947368.5,210526316,21687378213.7
9d154c6a28d61bf8c71b7bee3d01c566r2zs2,2315789474,2315789474.0,2315789474.0,2315789474,0.0
aa7d47704d2f2f31e0440356afd76db1q1xfa,894736842,894736842.0,894736842.0,894736842,0.0
e268d06507859d78894a8f6e11995f48zls7t,869842105264,4999237223.48,1000000000.0,0,40453375905.1
d7ae18d80186aceaa5bb048138934f3785uog,50027894736842,8633809334.31,52631579.0,0,4.75627788451e+11
2eaf4eef52d5b17615d08bf77386fa42yotej,61939263157895,2.59359613752e+12,30578947368.5,52631579,1.13579944686e+13
20f206d2656116bed8dd46d5b70dac81lbgfk,10578947368,3434210526.25,1263157894.5,631578948,4137253059.57
9e1d53fe7405f083048dc30e50796816zh50c,78947368421,9856459330.18,1052631579.0,52631579,22495989635.7
98783b6bd490f32f56c315307643c824nimw1,3263157895,1277511961.73,1210526316.0,0,979798700.931
7520ffa9bd327109fcab323ed830393700yu3,1921842105263,38008133971.3,3500000000.0,0,1.90255224965e+11
5455e2e995dbd8e57ced16096e5a2769lmthu,17684210526,17684210526.0,17684210526.0,17684210526,0.0
0381a69b7a061e9ace2798fd48f1f537mgq57,0,0.0,0.0,0,0.0
c652e9f86a61a995e093b3bc89c13da4iea4i,3526315790,1789473684.5,1789473684.5,52631579,1736842105.5
77689a020918163170b6443a409bee92wi69o,2884631578948,85418282548.5,2263157894.5,0,4.60558027867e+11
2c4c115f67254f846f8a2d67a9788fd5ajnkq,263157895,263157895.0,263157895.0,263157895,0.0
f1954e2eca2eba56e96222cb6a4ea7e5emd00,6315789474,3684210526.5,3684210526.5,1052631579,2631578947.5
ecaa0ff854b86da2b85f1a30d957a7cfu9ydo,2298157894737,2.31189473684e+11,52631579.0,0,6.88994637999e+11
cd20557b3b1b2a4ddc53119a18cd8e23pkld8,310684210526,32663967611.2,6526315789.0,52631579,80896053973.3
ae37c0f4dc6e3d99f5b0243fd18294cak7pxy,58006421052631,69361476744.4,1526315789.0,0,1.64074405184e+12
39e8436bd655294e162200d6e866a35bg3qa7,0,0.0,0.0,0,0.0
56656ac8f39c2854741601dee3cf5530bwe6t,198842105263,12297149122.9,1236842105.0,0,34805704088.8
1819044b8732a604de3ade9d9a127631w4634,28684210526,2904605263.06,789473684.0,52631579,6757324402.81
daef74294e84ef6d7e009c2d51be6ee167xds,22631578948,14394736842.5,14394736842.5,6157894737,8236842105.5
0ef9be4eb3b6a03ac2945522964b242ap09cy,32473684210,3840321141.85,1263157895.0,0,6349308660.51
d2fe98eb0fa21252956184a98138c58dwp1ah,22210526315,4049342105.28,1921052631.5,105263158,5572285892.27
d8e6d97c703c6022053bf7c802697fcdj1ewr,357526315790,4108391488.17,473684211.0,0,16271364233.6
8bc48bc2cd0ee494e55470a7ab0814c12riuf,1052631579,1052631579.0,1052631579.0,1052631579,0.0
3e946a32153c69bb0d15c0357aec1c82vcwzz,3736842106,1421052631.75,947368421.0,52631579,1386519986.86
094ca167823888700c962d06c82b261bdkp2a,37578947368,4726973684.19,473684210.5,52631579,9439709157.84
64885ec89a54c64598b2d196e1fe2e351cd60,11210526316,2953216374.33,1105263158.0,52631579,3647726153.53
979a78faac6f224eeb997662af4549e7t6q9a,452684210526,15090909090.9,1631578947.0,0,56409247288.2
c7949a37a6ccf082f0d54cf028e244deanxji,227000000000,2.27e+11,2.27e+11,227000000000,0.0
06ea8e569d68b4767725e060d3a72938iqim6,421052632,421052632.0,421052632.0,421052632,0.0
cc055779bd96be84a318d21c787542cfdd71n,9315789474,1615789473.7,447368421.0,52631579,2682770511.71
